指標名,ホール・劇場,,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,,
年次,2024年3月末,,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件、2024年度：469件）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯,施設種別
新宿区,新宿３丁目,-,東京都新宿区新宿3-35-5,35.68996,139.70238,新宿シアターＰＯＯ,03-3341-8992,http://www.poo.co.jp,40,100,オープン形式,,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会, -","ポップス, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,,ホール・劇場
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2,35.69301,139.70007,ルミネ the よしもと,03-5339-1112,http://www.yoshimoto.co.jp/lumine/,458,500,オープン形式,シューボックス形式,固定席,お笑い・寄席・演芸,お笑い・寄席・演芸,,,,ホール・劇場
新宿区,新宿３丁目,-,東京都新宿区新宿3-6-12,35.69128,139.70583,新宿末廣亭,03-3351-2974,http://suehirotei.com,303,303,プロセニアム形式,シューボックス形式,"固定席, 桟敷席（畳に座布団）",お笑い・寄席・演芸,お笑い・寄席・演芸,一般への貸出はしていない,,12:00～20:30,ホール・劇場
新宿区,新宿３丁目,-,東京都新宿区新宿3-8-8,35.6907,139.70668,ＳＰＡＣＥ 雑遊,090-8846-5379,http://www.zatsuyu.com/,,,,,,,,,,,ホール・劇場
新宿区,新宿３丁目,-,東京都新宿区新宿3-8-8,35.6907,139.70668,ＳＰＡＣＥ 梟門,090-8846-5379,http://www.zatsuyu.com/kyoumon_performance_info.html,,,,,,,,,,,ホール・劇場
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-15,35.68833,139.70334,新宿ＡＮＴＩＫＮＯＣＫ,03-3350-5670,http://www.antiknock.net/,,,,,,,,,,,ホール・劇場
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-13,35.69277,139.70744,新宿 SUN FACE,03-3359-2133,http://www.shinjyuku-sunface.com/,,,,,,,,,,,ホール・劇場
新宿区,新宿５丁目,-,東京都新宿区新宿5-12-4,35.69386,139.70776,新宿 ＬＥＦＫＡＤＡ,03-5366-0775,http://lefkada.jp/,,,,,,,,,,,ホール・劇場
新宿区,新宿５丁目,-,東京都新宿区新宿5-4-1,35.69246,139.71048,Ｌｉｖｅ Ｈｏｕｓｅ ＦＮＶ,03-5879-8145,http://f-n-valve.com/,,80,オープン形式,シューボックス形式,,"ポップス, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）",,一般に貸出している,,14:30～22:00,ホール・劇場
新宿区,新宿６丁目,-,東京都新宿区新宿6-14-1,35.69531,139.70984,新宿区立新宿文化センター 〔大ホール〕,03-3350-1141,https://www.regasu-shinjuku.or.jp/bunka-center/,1802,1802,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
新宿区,新宿６丁目,-,東京都新宿区新宿6-14-1,35.69531,139.70984,新宿区立新宿文化センター 〔小ホール〕,03-3350-1141,httpｓ://www.regasu-shinjuku.or.jp/bunka-center/,210,210,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, 合唱, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, 合唱, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
新宿区,新宿６丁目,-,東京都新宿区新宿6-28-8,35.69568,139.70728,Neo LiveHouse 新宿 SACT!,050-7510-5158,http://www.sactsow.com,,,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"ポップス, ジャズ, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 講演会",,一般に貸出している,,10:00～23:00,ホール・劇場
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-4,35.70077,139.74042,ＴＨＥＧＬＥＥ,03-5261-3123,http://theglee.jp/,57,57,,,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,10:00～23:00,ホール・劇場
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-30,35.70381,139.73605,音楽の友ホール,03-3235-2115,http://www.ongakunotomo.co.jp/company/hall.html,208,208,オープン形式,"シューボックス形式, 扇型形式",可動席（スタッキングチェア）,"クラシック, ジャズ, 日本の伝統音楽（邦楽等）, バレエ, 合唱, 講演会","クラシック, 日本の伝統音楽（邦楽等）, 合唱, 講演会",一般に貸出している,,,ホール・劇場
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-13-12,35.68984,139.69672,ドルチェ楽器　管楽器アヴェニュー東京〔アーティストサロン“Dolce”〕,03-5909-1771,http://www.dolce.co.jp/salon/tokyo.html,100,100,オープン形式,シューボックス形式,可動席（スタッキングチェア）,クラシック,クラシック,利用条件の設定,,11:00～21:00,ホール・劇場
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-15-8,35.68406,139.68973,ＬＩＶＥ ＨＯＵＳＥ ＷＡＬＬ,03-5351-6241,http://wall-moonstep.com/wall/top.html,,,,,,,,,,,ホール・劇場
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2,35.68319,139.68678,東京オペラシティ 〔東京オペラシティ　コンサートホール：タケミツ　メモリアル〕,03-5353-0788,http://www.operacity.jp/,1632,1632,オープン形式,シューボックス形式,固定席,"クラシック, ジャズ, 合唱, -","クラシック, ジャズ, 合唱, -",一般に貸出している,,,ホール・劇場
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-20-2,35.68319,139.68678,東京オペラシティ 〔東京オペラシティ　リサイタルホール〕,03-5353-0788,http://www.operacity.jp/,265,265,オープン形式,シューボックス形式,可動席（スタッキングチェア）,"クラシック, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, 合唱, -","クラシック, ジャズ, 合唱, -",一般に貸出している,,,ホール・劇場
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-33-7,35.68655,139.68904,新宿区角筈区民ホール〔角筈区民ホール〕,03-3377-1372,http://www.shinjuku.hall-info.jp/pc/event_tsunohazu.html,238,236,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 講演会, -, ピアノ発表会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 講演会, -, ピアノ発表会",一般に貸出している,,9:00～21:45,ホール・劇場
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1,35.69299,139.69333,新宿ＲｅＮＹ,03-5990-5561,http://ruido.org/reny/,,,,,,,,,,,ホール・劇場
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-13-5,35.69476,139.69656,ライブハウス新宿21世紀,03-3363-2100,https://www.livehouse21c.com,60,60,オープン形式,,"固定席, 可動席（スタッキングチェア）, 立ち見","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,10:00～24:00,ホール・劇場
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-21-20,35.6944,139.69498,関交協ハーモニックホール,03-6904-7052,http://www.silver-hearts.com/harmonichall/index.html,143,143,プロセニアム形式,シューボックス形式,固定席,"クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般への貸出はしていない,,9:00～21:00,ホール・劇場
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-11-1,35.69505,139.69252,ムラマツホール,03-3367-6000,https://www.muramatsuflute.com/school/rentalhall.html,70,70,,,可動席（スタッキングチェア）,"クラシック, -, -","クラシック, -, -",一般への貸出はしていない,,,ホール・劇場
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-1,35.70789,139.71642,早稲田奉仕園〔スコットホール・講堂〕,03-3205-5411,http://www.hoshien.or.jp/seminar/scotthall.html,200,200,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,"クラシック, オペラ, 合唱, 映像上映会（試写会など）, 講演会","クラシック, 合唱, 映像上映会（試写会など）, 講演会",利用条件の設定,-,,ホール・劇場
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-1,35.70789,139.71642,早稲田奉仕園〔リバティホール〕,03-3205-5411,http://www.hoshien.or.jp/seminar/libertyhall.html,80,80,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,"クラシック, オペラ, 合唱, 映像上映会（試写会など）, 講演会","クラシック, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,,ホール・劇場
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-18,35.70789,139.71642,Tokyo Concerts Lab.,03-3200-9755,http://tocon-lab.com/,100,100,オープン形式,"アリーナ・平土間形式, 扇型形式",可動席（スタッキングチェア）,"ポップス, クラシック, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, -","クラシック, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, オペラ, ダンス・パフォーマンス, 合唱, 講演会",一般に貸出している,,,ホール・劇場
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-20-6,35.71156,139.71187,西早稲田BLAH BLAH BLAH,03-6380-3113,https://www.blah-blah-blah.tokyo/,,,,,,,,,,,ホール・劇場
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-27-4,35.71187,139.71101,高田馬場ＲＡＢＩＮＥＳＴ,050-3324-6751,http://www.rabinest.com/,,,,,,,,,,,ホール・劇場
新宿区,早稲田町,-,東京都新宿区早稲田町74,35.70587,139.72253,Space 早稲田,03-3208-3920,http://www.ryuzanji.com/r-waseda.html,,,,,,,,,,,ホール・劇場
新宿区,早稲田町,-,東京都新宿区早稲田町74,35.70587,139.72253,早稲田RiNen,,http://waseda-rinen.com/,,,,,,,,,,,ホール・劇場
新宿区,大久保１丁目,-,東京都新宿区大久保1-11-3,35.69896,139.70419,代アニＬＩＶＥステーション,03-6233-8622,http://www.yoani-live.com/,,,,,,,,,,,ホール・劇場
新宿区,大久保１丁目,-,東京都新宿区大久保1-17-8,35.69867,139.70239,ＳＨＯＷＢＯＸ,03-3208-4522,http://showbox.jp/,,,,,,,,,,,ホール・劇場
新宿区,大久保１丁目,-,東京都新宿区大久保1-9-10,35.70036,139.70474,Ｒ’ｓアートコート,03-5273-0806,http://www.ro-on.jp/rsartcourt/,,,,,,,,,,,ホール・劇場
新宿区,大久保２丁目,-,東京都新宿区大久保2-32-3,35.7019,139.70268,新大久保ＥＡＲＴＨＤＯＭ,03-3205-4469,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,,,,,,,,,,,ホール・劇場
新宿区,大久保２丁目,-,東京都新宿区大久保2-5-19,35.70273,139.70811,新宿ＨＥＡＤ ＰＯＷＥＲ,03-6380-3769,http://headpower.tokyo/,,,,,,,,,,,ホール・劇場
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-10,35.70146,139.70792,新宿Ｃａｔ’ｓ ｈｏｌｅ,03-6380-3533,http://necoana.com,,,,,,"ポップス, 演歌・歌謡曲, ジャズ, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会, ロック","ポップス, 演歌・歌謡曲, お笑い・寄席・演芸, ダンス・パフォーマンス, ロック",一般に貸出している,,9:00～22:00,ホール・劇場
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-10,35.70146,139.70792,新宿グラムシュタイン,03-6380-2517,http://glamstein.syncl.jp/,,,,,,,,,,,ホール・劇場
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-16,35.70146,139.70792,真昼の月・夜の太陽,03-6380-3260,http://mahiru-yoru.com/index.html,,,,,,,,,,,ホール・劇場
新宿区,箪笥町,-,東京都新宿区箪笥町15,35.7006,139.73444,新宿区立牛込箪笥区民ホール〔牛込箪笥区民ホール〕,03-3260-3421,http://www.shinjuku.hall-info.jp/pc/event_ushigometansu.html,392,392,プロセニアム形式,,ロールバックチェア,"クラシック, 演劇, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会","クラシック, 演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～21:45,ホール・劇場
新宿区,中井２丁目,-,東京都新宿区中井2-1-28,35.71878,139.6882,音楽サロン パパゲーノ,03-3998-5426,http://salon-papageno.com/index.html,,,,,,,,,,,ホール・劇場
新宿区,中落合２丁目,-,東京都新宿区中落合2-1-10,35.7221,139.6937,シアター風姿花伝,03-3954-3355,http://www.fuusikaden.com/index.html,90,90,オープン形式,シューボックス形式,可動席（スタッキングチェア）,演劇,演劇,一般に貸出している,,,ホール・劇場
新宿区,内藤町,-,東京都新宿区内藤町87,35.68752,139.71463,新宿区立四谷区民ホール〔四谷区民ホール〕,03-3351-2118,https://www.shinjuku.hall-info.jp/yotsuya/,394,394,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, バレエ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～21:45,ホール・劇場
