指標名,観光地,,,,,,,,,,
出典,Tripadvisor,,,,,,,,,,
年次,2023/1/16 取得,,,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件、2022年度：1922件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁目,エリア,住所,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL
千代田区,元赤坂一丁目,赤坂,東京都千代田区紀尾井町1,東京都千代田区紀尾井町1,35.678566,139.736404,弁慶橋,橋,3.5,22,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12074421-Reviews-Benkei_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞ケ関1-1-4,東京都千代田区霞ケ関1-1-4,35.675171,139.752777,東京地方裁判所,名所・有名スポット,3.5,19,https://www.tripadvisor.jp/Attraction_Review-g14129569-d8704116-Reviews-Tokyo_District_Court-Kasumigaseki_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,千代田,-,東京都千代田区千代田1,東京都千代田区千代田1,35.683826,139.745483,半蔵門,旧跡 ? 名所・有名スポット ? 建築物,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d20253939-Reviews-Hanzo_mon_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-6,東京都千代田区丸の内1-6,35.682674,139.765182,井上勝の銅像,記念碑＆像,3.5,8,https://www.tripadvisor.jp/Attraction_Review-g14129528-d17532522-Reviews-Inoue_Masaru_Statue-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,東京都千代田区外神田2-16,東京都千代田区外神田2-16,35.702045,139.767624,神田の家 （井政-IMASA-）,名所・有名スポット,3.5,21,https://www.tripadvisor.jp/Attraction_Review-g1066443-d8153531-Reviews-Kanda_House_Imasa-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-7-2常盤橋公園内,東京都千代田区大手町2-7-2常盤橋公園内,35.68552,139.770462,渋沢栄一像,記念碑＆像,3.5,18,https://www.tripadvisor.jp/Attraction_Review-g14129477-d12538717-Reviews-Shibusawa_Eiichi_Monument-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,神田和泉町,-,東京都千代田区神田和泉町1,東京都千代田区神田和泉町1,35.699181,139.778778,ちよだパークサイドプラザ,図書館 ? イベントスペース,3.5,9,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10085951-Reviews-Chiyoda_Parkside_Plaza-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,千代田,-,東京都千代田区千代田1,東京都千代田区千代田1,35.683926,139.758347,桔梗門,名所・有名スポット ? 建築物,4,6,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17424115-Reviews-Kikyo_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,九段北三丁目,-,東京都千代田区九段北3-1-2靖國神社,東京都千代田区九段北3-1-2靖國神社,35.69532,139.74324,パール博士顕彰碑,記念碑＆像,4,4,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17376578-Reviews-Monument_of_Dr_Pal-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,九段北二丁目,-,東京都千代田区九段北3-1-1靖国神社,東京都千代田区九段北3-1-1靖国神社,35.69511,139.747116,靖国神社 慰霊の泉,旧跡 ? 神社/寺院/教会など ? 記念碑＆像,4,8,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17369757-Reviews-Yasukuni_Shrine_The_Memorial_Fountain-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,霞が関三丁目,虎ノ門広域,東京都千代田区霞ケ関3-2-1,東京都千代田区霞ケ関3-2-1,35.671848,139.747986,霞テラス,名所・有名スポット,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g14129569-d10512876-Reviews-Kiri_Terrace-Kasumigaseki_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,永田町一丁目,赤坂,東京都千代田区永田町1-7-1,東京都千代田区永田町1-7-1,35.675892,139.744873,衆議院,政府庁舎,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d13123307-Reviews-House_of_Representatives-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,東京都千代田区外神田2-16-2神田明神,東京都千代田区外神田2-16-2神田明神,35.702038,139.767899,獅子山,旧跡 ? 神社/寺院/教会など,4,8,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15083284-Reviews-Shishiyama-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,九段南二丁目,-,東京都千代田区九段南2-2-18,東京都千代田区九段南2-2-18,35.69458,139.748138,大山巌元帥の像,記念碑＆像,3.5,10,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17329256-Reviews-Statue_of_Oyama_Iwao-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,九段北二丁目,-,東京都千代田区九段北2-1,東京都千代田区九段北2-1,35.695354,139.74736,常陸丸殉難記念碑,記念碑＆像,4,7,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17454404-Reviews-Memorial_Hitachi_Maru-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2-9-18,東京都千代田区有楽町2-9-18,35.674572,139.763428,南町奉行所跡,旧跡 ? 名所・有名スポット,3,42,https://www.tripadvisor.jp/Attraction_Review-g14129536-d1373702-Reviews-Minami_Machibugyosho_Site-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,千代田,-,東京都千代田区有楽町1-1-2,東京都千代田区有楽町1-1-2,35.681564,139.750092,Hibiya Magic Time Illumination 2022,名所・有名スポット ? 眺めのよい散策エリア,5,1,https://www.tripadvisor.jp/Attraction_Review-g14129536-d25194198-Reviews-Hibiya_Magic_Time_Illumination_2022-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture_K.html
千代田区,永田町一丁目,赤坂,東京都千代田区永田町1-1-2国会前庭北地区憲政記念館構内,東京都千代田区永田町1-1-2国会前庭北地区憲政記念館構内,35.678917,139.746613,日本水準原点標庫,旧跡 ? 名所・有名スポット ? 記念碑＆像,3.5,13,https://www.tripadvisor.jp/Attraction_Review-g1066443-d9835996-Reviews-Nihon_Suijun_Genten_Hyoko_The_Origin_Point_for_the_Vertical_Datum_of_Japan-Chiyo.html
千代田区,外神田一丁目,-,東京都千代田区外神田1-10-11,東京都千代田区外神田1-10-11,35.69875,139.770782,東京ラジオデパート,名所・有名スポット,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12044440-Reviews-Tokyo_Radio_Department_Store-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,千代田,-,東京都千代田区千代田1,東京都千代田区千代田1,35.682804,139.755692,坂下門,名所・有名スポット ? 建築物,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17424111-Reviews-Sakashita_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,富士見二丁目,-,東京都千代田区富士見2,東京都千代田区富士見2,35.69989,139.743759,牛込見附跡,旧跡,3.5,17,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12076210-Reviews-Ushigome_Mitsuke-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,東京都千代田区外神田2-16-2,東京都千代田区外神田2-16-2,35.702198,139.767639,江戸神社,神社/寺院/教会など,3.5,8,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17439575-Reviews-Edo_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,千代田,-,東京都千代田区千代田1,東京都千代田区千代田1,35.686035,139.754715,富士見多聞,旧跡,3.5,13,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12946269-Reviews-Fujimitamon-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,北の丸公園,-,東京都千代田区北の丸公園1番1号北の丸公園,東京都千代田区北の丸公園1番1号北の丸公園,35.692043,139.752121,吉田茂像,記念碑＆像,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17694128-Reviews-Statue_of_Shigeru_Yoshida-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田四丁目,-,東京都千代田区外神田4-4-5,東京都千代田区外神田4-4-5,35.701294,139.772034,花房稲荷神社,神社/寺院/教会など,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15836638-Reviews-Hanabusa_Inari_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4,東京都千代田区紀尾井町4,35.680923,139.734055,開業25周年記念 ガス灯,名所・有名スポット,3.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15130748-Reviews-25th_Anniversary_Gas_Lamp-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2,東京都千代田区大手町2,35.685326,139.77066,常盤橋,橋,3.5,20,https://www.tripadvisor.jp/Attraction_Review-g14129477-d10306619-Reviews-Tokiwa_Bridge-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-1-1大手町パークビル,東京都千代田区大手町1-1-1大手町パークビル,35.686909,139.762848,よいまち,名所・有名スポット,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g14129477-d12689907-Reviews-Yoimachi-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,一ツ橋一丁目,-,東京都千代田区一ツ橋１丁目１?１竹橋駅,東京都千代田区一ツ橋1丁目1-1竹橋駅,35.69067,139.756393,竹橋,橋,3.5,22,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10005586-Reviews-Take_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2-1-1,東京都千代田区有楽町2-1-1,35.672222,139.760376,有楽町産直横丁,名所・有名スポット,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g14129536-d19717848-Reviews-Yurakucho_Sanchoku_Yokocho-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,六番町,-,東京都千代田区五番町,東京都千代田区五番町,35.686241,139.731125,江戸城外堀四谷見附跡,旧跡 ? 名所・有名スポット,3.5,6,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12152041-Reviews-Edo_Castle_Sotobori_Yotsuya_Mitsukre_Remains-Chiyoda_Tokyo_Tokyo_Prefecture_Kan.html
千代田区,内神田二丁目,-,東京都千代田区内神田2-6,東京都千代田区内神田2-6,35.690506,139.767822,神田出世不動尊,神社/寺院/教会など,3.5,13,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12339272-Reviews-Kanda_Shusse_Fudoson-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,北の丸公園,-,東京都千代田区千代田,東京都千代田区千代田,35.693954,139.749298,田安門 櫓,名所・有名スポット,4,4,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17329224-Reviews-Tayasumon_Yagura-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-4-1丸ビル南側,東京都千代田区丸の内2-4-1丸ビル南側,35.681248,139.763992,デ・リーフデ号像,記念碑＆像,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g14129528-d19115751-Reviews-Statue_of_De_Liefde-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,東京都千代田区外神田2-16-2神田明神,東京都千代田区外神田2-16-2神田明神,35.70203,139.767899,さざれ石,名所・有名スポット ? 記念碑＆像,3.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d16935786-Reviews-Sazare_Stone-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,"東京都千代田区外神田1,2","東京都千代田区外神田1,2",35.698692,139.768906,松住町架道橋,建築物 ? 橋,4,6,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15816606-Reviews-Matsuzumicho_Kadokyo_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内１丁目９?１,東京都千代田区丸の内1丁目9-1,35.680405,139.766479,丸の内ストリートギャラリー,名所・有名スポット,5,1,https://www.tripadvisor.jp/Attraction_Review-g14129528-d25180438-Reviews-Marunouchi_Street_Gallery-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,永田町一丁目,赤坂,東京都千代田区永田町１丁目７?１国会議事堂前駅,東京都千代田区永田町1丁目7-1国会議事堂前駅,35.674137,139.745865,茱萸坂,名所・有名スポット,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066443-d1992553-Reviews-Gumizaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町1-7,東京都千代田区有楽町1-7,35.67445,139.762146,有楽稲荷神社,神社/寺院/教会など,3.5,18,https://www.tripadvisor.jp/Attraction_Review-g14129536-d12339259-Reviews-Yuraku_Inari_Shrine-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田四丁目,-,東京都千代田区外神田4-14-1,東京都千代田区外神田4-14-1,35.700523,139.772507,秋葉原 UDX,名所・有名スポット,3.5,9,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14450743-Reviews-Akihabara_UDX-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-2,東京都千代田区紀尾井町1-2,35.679192,139.736282,紀伊徳川家和歌山藩屋敷跡,旧跡,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12076594-Reviews-Site_of_the_Kii_Wakayama_Domain_Tokugawa_Family_Mansion-Chiyoda_Tokyo_Tokyo_Pre.html
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内2丁目丸ビルと新丸ビルを繋ぐ地下通路,東京都千代田区丸の内2丁目丸ビルと新丸ビルを繋ぐ地下通路,35.68195,139.763474,行幸地下ギャラリー,名所・有名スポット ? 美術館,3.5,19,https://www.tripadvisor.jp/Attraction_Review-g14129528-d13793778-Reviews-Gyoko_dori_Underground_Gallery-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3丁目3,東京都千代田区丸の内3丁目3,35.67765,139.7621,くまモンのベンチアート,名所・有名スポット ? 記念碑＆像,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g14129528-d19381139-Reviews-Kumamon_s_Bench_Art-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,大手町一丁目,大丸有,東京都千代田区大手町2丁目3-6,東京都千代田区大手町2丁目3-6,35.688618,139.765701,大手町川端緑道,波止場・遊歩道,3.5,6,https://www.tripadvisor.jp/Attraction_Review-g14129477-d17322781-Reviews-Otemachi_Kawabata_Midori_Michi-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田三丁目,-,東京都千代田区外神田３丁目７?１２,東京都千代田区外神田3丁目7-12,35.702381,139.770432,雲雀亭,名所・有名スポット,-,119,https://www.tripadvisor.jp/Attraction_Review-g1066443-d7729217-Reviews-Hibari_Tei_Cafe-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-4,東京都千代田区大手町1-4,35.689468,139.760254,和気清麻呂像,記念碑＆像,3,22,https://www.tripadvisor.jp/Attraction_Review-g14129477-d8411901-Reviews-Wake_no_Kiyomaro_Statue-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-9東京駅丸の内南口改札前,東京都千代田区丸の内1-9東京駅丸の内南口改札前,35.680637,139.765793,原首相遭難現場,旧跡 ? 名所・有名スポット,3,8,https://www.tripadvisor.jp/Attraction_Review-g14129528-d13662315-Reviews-Prime_Minister_Hara_Accident_Site-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Ka.html
千代田区,外神田一丁目,-,東京都千代田区外神田1-8-8,東京都千代田区外神田1-8-8,35.699184,139.770508,コトブキヤ 秋葉原館,専門店 ? イベントスペース,4.5,37,https://www.tripadvisor.jp/Attraction_Review-g1066443-d7191575-Reviews-Kotobukiya_Akihabara-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台一丁目,東京都千代田区神田駿河台一丁目,35.697823,139.760849,錦華坂,名所・有名スポット,3.5,8,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12634259-Reviews-Kinkazaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,一番町,-,東京都千代田区一番町6,東京都千代田区一番町6,35.687412,139.741531,滝廉太郎居住地跡の碑,記念碑＆像,3,10,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11710247-Reviews-Rentaro_Taki_Residence_Mark_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,内幸町一丁目,-,東京都千代田区内幸町1-1-1帝国ホテル東京,東京都千代田区内幸町1-1-1帝国ホテル東京,35.672127,139.758926,東光庵,名所・有名スポット,4,1,https://www.tripadvisor.jp/Attraction_Review-g1066443-d13358494-Reviews-Tokoan-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,内神田三丁目,-,東京都千代田区内神田3-10-1,東京都千代田区内神田3-10-1,35.691185,139.769409,佐竹稲荷神社,神社/寺院/教会など,3.5,18,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10607651-Reviews-Satakeinari_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-28,東京都千代田区神田錦町3-28,35.693714,139.758743,日本野球発祥の地記念碑,記念碑＆像,3.5,19,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10294412-Reviews-Japan_Baseball_Birthplace_Monuments-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,九段北二丁目,-,東京都千代田区九段北２丁目１,東京都千代田区九段北2丁目1,35.694771,139.746643,田中支隊忠魂碑,記念碑＆像,3.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17749972-Reviews-Tanaka_Squadron_Loyalty_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内１丁目８?３,東京都千代田区丸の内1丁目8-3,35.682533,139.769623,江戸城外堀跡石垣,旧跡,3.5,15,https://www.tripadvisor.jp/Attraction_Review-g14129569-d10512798-Reviews-Edo_Castle_Stone_walled_Moat-Kasumigaseki_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,神田猿楽町二丁目,-,東京都千代田区猿楽町2-3-5,東京都千代田区猿楽町2-3-5,35.698669,139.758789,神田猿楽町町会詰所,名所・有名スポット ? 建築物,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14007330-Reviews-Kanda_Sarugakucho_Chokai_Tumesho-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
千代田区,外神田二丁目,-,東京都千代田区外神田2,東京都千代田区外神田2,35.701412,139.768326,明神男坂,名所・有名スポット,3.5,12,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14985968-Reviews-Myojin_Otokozaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
