指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2023/2/12取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件）",,,,,,
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-24-1,35.65908,139.70173,ニホンドウ漢方ブティック東急東横店,https://byoinnavi.jp/pharm/201154
新宿区,新宿三丁目,-,東京都新宿区新宿3-25-1,35.69266,139.70184,セルフケア薬局 au style SHINJUKU店,https://byoinnavi.jp/pharm/284555
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-24-5,35.66084,139.70202,ディアファーマシー渋谷薬局,https://byoinnavi.jp/pharm/201147
渋谷区,桜丘町,-,東京都渋谷区桜丘町3-24,35.65672,139.70204,杉山薬品,https://byoinnavi.jp/pharm/201203
品川区,旗の台五丁目,-,東京都品川区旗の台5-5-6,35.60478,139.70206,ツルハドラッグ旗の台南口店,https://byoinnavi.jp/pharm/206468
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-32-14,35.68251,139.70221,セイジョーJR代々木駅前店,https://byoinnavi.jp/pharm/201276
新宿区,新宿三丁目,-,東京都新宿区新宿3-26-14,35.69172,139.70230,サンドラッグ新宿東口店,https://byoinnavi.jp/pharm/205759
新宿区,新宿三丁目,-,東京都新宿区新宿3-21-6,35.69309,139.70234,龍生堂薬局新宿店,https://byoinnavi.jp/pharm/205754
品川区,小山五丁目,-,東京都品川区小山5-7-8,35.61649,139.70235,桑原薬局,https://byoinnavi.jp/pharm/206280
新宿区,下落合三丁目,-,東京都新宿区下落合3-16-11,35.72244,139.70259,(株)ドラッグ・オゾン 目白店,https://byoinnavi.jp/pharm/205615
品川区,小山三丁目,-,東京都品川区小山3-2-1,35.62055,139.70260,小山薬局,https://byoinnavi.jp/pharm/206273
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-3-3,35.71390,139.70265,コスメティック&ドラッグサクラ高田馬場店,https://byoinnavi.jp/pharm/205785
渋谷区,代官山町,-,東京都渋谷区代官山町17-6,35.64936,139.70270,ハックドラッグ代官山ディセ店,https://byoinnavi.jp/pharm/201285
品川区,小山三丁目,-,東京都品川区小山3-1-2,35.62017,139.70271,武蔵小山薬局,https://byoinnavi.jp/pharm/206272
品川区,小山三丁目,-,東京都品川区小山3-1-2,35.62014,139.70275,ファーブ薬局 武蔵小山店,https://byoinnavi.jp/pharm/278905
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-27-5-305,35.68653,139.70284,アガペ新宿南口薬局,https://byoinnavi.jp/pharm/274792
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-35-17,35.64769,139.70288,くすりの福太郎代官山店,https://byoinnavi.jp/pharm/201244
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-27-7,35.68625,139.70289,西垣薬局,https://byoinnavi.jp/pharm/201193
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-7-5,35.69450,139.70289,みすず,https://byoinnavi.jp/pharm/205650
品川区,小山四丁目,-,東京都品川区小山4-2-2,35.61951,139.70292,つかさ薬局,https://byoinnavi.jp/pharm/206279
新宿区,新宿三丁目,-,東京都新宿区新宿3-29-13,35.69152,139.70292,OSドラッグ新宿店,https://byoinnavi.jp/pharm/205761
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-2-5,35.71390,139.70304,中西薬局,https://byoinnavi.jp/pharm/205783
新宿区,大久保一丁目,-,東京都新宿区大久保1-16-19,35.70079,139.70304,金薬局,https://byoinnavi.jp/pharm/205632
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-22-4,35.66325,139.70306,アキヤマ薬局,https://byoinnavi.jp/pharm/201146
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-4-2,35.71200,139.70309,スミダ薬局高田馬場店,https://byoinnavi.jp/pharm/205789
新宿区,新宿四丁目,-,東京都新宿区新宿4-4-1,35.68795,139.70309,一心堂薬局新宿店,https://byoinnavi.jp/pharm/205765
新宿区,新宿三丁目,-,東京都新宿区新宿3-17-7,35.69242,139.70310,セイセイドー紀伊國屋店,https://byoinnavi.jp/pharm/205753
新宿区,新宿三丁目,-,東京都新宿区新宿3-28-1,35.69079,139.70314,蓬莱薬品,https://byoinnavi.jp/pharm/205760
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1,35.69480,139.70317,龍生堂薬局サブナード店,https://byoinnavi.jp/pharm/205648
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-31-8,35.70999,139.70326,天竜堂漢方薬局,https://byoinnavi.jp/pharm/205777
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-26-5,35.68516,139.70333,徐福漢方薬局,https://byoinnavi.jp/pharm/201192
品川区,小山四丁目,-,東京都品川区小山4-4-19-1F,35.61878,139.70333,小山調剤薬局,https://byoinnavi.jp/pharm/259754
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-19-14,35.67213,139.70338,原宿サンキュードラッグ,https://byoinnavi.jp/pharm/201208
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-35-3コープオリンピア1F,35.66912,139.70339,鈴薬局 原宿店,https://byoinnavi.jp/pharm/201216
新宿区,新宿三丁目,-,東京都新宿区新宿3-17-3,35.69170,139.70344,マツモトキヨシ新宿三丁目店,https://byoinnavi.jp/pharm/205752
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-26-11,35.68160,139.70361,かもめ薬局 代々木店,https://byoinnavi.jp/pharm/260651
品川区,旗の台二丁目,-,東京都品川区旗の台2-13-16,35.60560,139.70367,(有)ほしも,https://byoinnavi.jp/pharm/206461
新宿区,下落合三丁目,-,東京都新宿区下落合3-17-31,35.72238,139.70375,目白薬局,https://byoinnavi.jp/pharm/205616
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-19-15,35.65961,139.70377,薬ヒグチ渋谷店,https://byoinnavi.jp/pharm/201152
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-13-14,35.66958,139.70384,アインズ&トルペ原宿クエスト店,https://byoinnavi.jp/pharm/201206
品川区,旗の台四丁目,-,東京都品川区旗の台4-1-10,35.60433,139.70387,のぞみ薬局,https://byoinnavi.jp/pharm/206463
品川区,小山三丁目,-,東京都品川区小山3-26-1,35.61979,139.70395,明倫堂薬局,https://byoinnavi.jp/pharm/206277
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-27-12,35.68094,139.70406,(株)みすず薬局,https://byoinnavi.jp/pharm/201191
新宿区,新宿三丁目,-,東京都新宿区新宿三丁目32番8号 新宿中央口ビル2階,35.69035,139.70411,新宿3丁目薬局,https://byoinnavi.jp/pharm/205764
新宿区,新宿三丁目,-,東京都新宿区新宿3-32-10,35.69018,139.70417,新宿鈴井薬局,https://byoinnavi.jp/pharm/205763
品川区,旗の台二丁目,-,東京都品川区旗の台2-1-18,35.60704,139.70417,黎明薬局旗の台店,https://byoinnavi.jp/pharm/206460
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-23-1,35.69525,139.70418,テン・ドラッグ,https://byoinnavi.jp/pharm/205652
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-8,35.60894,139.70421,いずみ薬局,https://byoinnavi.jp/pharm/206456
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-6,35.60871,139.70425,こすもす薬局,https://byoinnavi.jp/pharm/206455
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-9,35.60888,139.70429,アイセイ薬局旗の台店,https://byoinnavi.jp/pharm/206457
品川区,旗の台四丁目,-,東京都品川区旗の台4-1-7,35.60432,139.70430,旗の台フレンド薬局,https://byoinnavi.jp/pharm/280284
品川区,旗の台一丁目,-,東京都品川区旗の台1丁目3番22号,35.60788,139.70430,天龍調剤薬局,https://byoinnavi.jp/pharm/206454
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-1,35.60803,139.70430,日本調剤旗の台薬局,https://byoinnavi.jp/pharm/206452
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-17,35.60864,139.70432,かもめ薬局旗の台店,https://byoinnavi.jp/pharm/252936
品川区,旗の台一丁目,-,東京都品川区旗の台1-3-17,35.60864,139.70432,さくら薬局旗の台店,https://byoinnavi.jp/pharm/206453
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-16-17,35.67113,139.70442,マツモトキヨシ 原宿竹下通り店,https://byoinnavi.jp/pharm/201207
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-11-1,35.66105,139.70446,ナチュラルローソン クオール薬局渋谷一丁目店,https://byoinnavi.jp/pharm/201145
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-27-15,35.65605,139.70461,いまくま薬局,https://byoinnavi.jp/pharm/201156
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-28-19,35.71146,139.70479,わたなべファーマシー,https://byoinnavi.jp/pharm/205776
品川区,小山三丁目,-,東京都品川区小山3-24-4,35.61901,139.70485,コクミンドラッグ武蔵小山店,https://byoinnavi.jp/pharm/206276
品川区,小山三丁目,-,東京都品川区小山3-21-14,35.61923,139.70495,ドラッグフタバ武蔵小山駅前店,https://byoinnavi.jp/pharm/206274
品川区,小山三丁目,-,東京都品川区小山3-23-21横山ビル1F,35.61878,139.70498,土屋薬局武蔵小山,https://byoinnavi.jp/pharm/206275
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-9-6,35.65728,139.70499,雄飛堂薬局 渋谷店,https://byoinnavi.jp/pharm/201157
品川区,旗の台二丁目,-,東京都品川区旗の台2丁目1番1号,35.60883,139.70506,天龍薬局 旗の台店,https://byoinnavi.jp/pharm/206459
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-10-13 渋谷Rサンケイビル1F,35.65683,139.70515,トモズ 渋谷並木橋店,https://byoinnavi.jp/pharm/201155
品川区,小山三丁目,-,東京都品川区小山3-14-1,35.62075,139.70516,南山堂薬局 武蔵小山駅前店,https://byoinnavi.jp/pharm/280308
品川区,西中延二丁目,-,東京都品川区西中延2-15-22,35.60893,139.70522,富士薬局,https://byoinnavi.jp/pharm/206425
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-15-1,35.65878,139.70522,ミキ薬局渋谷店,https://byoinnavi.jp/pharm/201151
品川区,西中延二丁目,-,東京都品川区西中延2-15-20,35.60870,139.70524,あかひげ調剤薬局,https://byoinnavi.jp/pharm/206424
品川区,小山台一丁目,-,東京都品川区小山台1-22-10,35.62179,139.70526,エーベル薬局こやま台店,https://byoinnavi.jp/pharm/206289
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-13-8,35.66661,139.70531,神宮前ファーマシー,https://byoinnavi.jp/pharm/201215
品川区,西中延二丁目,-,東京都品川区西中延2-15-23土屋ビル1F,35.60908,139.70534,株式会社ファーマみらい ヒロ薬局 旗の台店,https://byoinnavi.jp/pharm/252954
品川区,西中延二丁目,-,東京都品川区西中延2-15-23,35.60908,139.70534,わかば薬局,https://byoinnavi.jp/pharm/206426
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-26-12,35.71296,139.70540,モグサヤ高橋保寿堂,https://byoinnavi.jp/pharm/205775
新宿区,新宿三丁目,-,東京都新宿区新宿3-14-22,35.69228,139.70548,ミネ薬品新宿明治通店,https://byoinnavi.jp/pharm/205751
新宿区,新宿五丁目,-,東京都新宿区新宿5-18-8,35.69466,139.70564,みすず薬局,https://byoinnavi.jp/pharm/205767
品川区,旗の台四丁目,-,東京都品川区旗の台4-3-6-1F,35.60394,139.70602,荏原町調剤薬局,https://byoinnavi.jp/pharm/275702
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-5-5デュラス青山1F,35.66110,139.70614,渋谷鈴薬局,https://byoinnavi.jp/pharm/201148
新宿区,新宿三丁目,-,東京都新宿区新宿3-3-9,35.69057,139.70615,いまくま薬局,https://byoinnavi.jp/pharm/205762
渋谷区,恵比寿西二丁目,-,東京都渋谷区恵比寿西2-17-21,35.64905,139.70615,(株)三和堂,https://byoinnavi.jp/pharm/201246
品川区,旗の台四丁目,-,東京都品川区旗の台4-3-7,35.60402,139.70621,高山薬局,https://byoinnavi.jp/pharm/206464
品川区,旗の台四丁目,-,東京都品川区旗の台4-4-4,35.60365,139.70623,くすりセイジョー荏原町店,https://byoinnavi.jp/pharm/206466
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-7-5,35.66076,139.70625,薬ヒグチ宮益坂店,https://byoinnavi.jp/pharm/201149
新宿区,新宿三丁目,-,東京都新宿区新宿3-12-7,35.69207,139.70628,漢方の氣生,https://byoinnavi.jp/pharm/205750
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-1-10,35.67601,139.70628,(株)杏林,https://byoinnavi.jp/pharm/201187
新宿区,大久保一丁目,-,東京都新宿区大久保1-4-15,35.70092,139.70642,ほほえみ薬局,https://byoinnavi.jp/pharm/205633
新宿区,新宿三丁目,-,東京都新宿区新宿3-11-6,35.69197,139.70649,アポロ薬局 新宿店,https://byoinnavi.jp/pharm/205749
新宿区,新宿三丁目,-,東京都新宿区新宿3-11-10,35.69181,139.70659,メディカル・アート・ハウス,https://byoinnavi.jp/pharm/205748
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-22-6,35.68044,139.70670,南山堂薬局,https://byoinnavi.jp/pharm/201190
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-2-21,35.69549,139.70673,(株)サン薬品,https://byoinnavi.jp/pharm/205651
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場2-15-6,35.71358,139.70682,はしむら薬局,https://byoinnavi.jp/pharm/205782
品川区,荏原四丁目,-,東京都品川区荏原4-6-16,35.61443,139.70684,つばさ薬局,https://byoinnavi.jp/pharm/206356
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-16-7,35.67991,139.70690,カメイ薬局,https://byoinnavi.jp/pharm/201189
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-10-16,35.66042,139.70693,青山通り薬局,https://byoinnavi.jp/pharm/201150
品川区,荏原三丁目,-,東京都品川区荏原3-3-15,35.61766,139.70699,クスリのカツマタ 武蔵小山店,https://byoinnavi.jp/pharm/206352
新宿区,新宿二丁目,-,東京都新宿区新宿2-5-10 成信ビル1F,35.68958,139.70704,トモズ 新宿二丁目店,https://byoinnavi.jp/pharm/254887
品川区,荏原三丁目,-,東京都品川区荏原3-3-12,35.61788,139.70720,土屋薬局小山,https://byoinnavi.jp/pharm/206351
新宿区,大久保二丁目,-,東京都新宿区大久保2-7-12,35.70199,139.70725,つくし薬局,https://byoinnavi.jp/pharm/274657
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場2-14-2,35.71254,139.70725,マツモトキヨシ高田馬場2丁目店,https://byoinnavi.jp/pharm/205781
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-4,35.69064,139.70731,みらくる薬局 新宿三丁目店,https://byoinnavi.jp/pharm/272908
品川区,中延五丁目,-,東京都品川区中延5-2-1,35.60376,139.70740,ツルハドラッグ荏原町駅前店,https://byoinnavi.jp/pharm/206324
品川区,荏原三丁目,-,東京都品川区荏原3-6-16-102,35.61683,139.70751,(有)フォーサイト 爽快薬局,https://byoinnavi.jp/pharm/252977
新宿区,新宿二丁目,-,東京都新宿区新宿2-11-2,35.69019,139.70754,エアロ調剤薬局,https://byoinnavi.jp/pharm/205744
新宿区,新宿五丁目,-,東京都新宿区新宿5-11-4,35.69223,139.70760,龍生堂薬局東新宿店,https://byoinnavi.jp/pharm/205766
品川区,荏原三丁目,-,東京都品川区荏原3-6-2,35.61642,139.70763,マツモトキヨシ武蔵小山Part2店,https://byoinnavi.jp/pharm/206354
渋谷区,東一丁目,-,東京都渋谷区東1-27-10渋谷TYビル1F,35.65394,139.70768,ときわ堂薬局,https://byoinnavi.jp/pharm/201228
品川区,小山三丁目,-,東京都品川区小山3-8-4,35.62033,139.70768,スギ薬局武蔵小山店,https://byoinnavi.jp/pharm/206278
新宿区,大久保二丁目,-,東京都新宿区大久保2-6-17-101,35.70129,139.70778,ひかり薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/252751
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-10-7,35.64661,139.70780,ひまわり薬局恵比寿店,https://byoinnavi.jp/pharm/201242
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-14-1,35.64790,139.70782,松山薬局,https://byoinnavi.jp/pharm/201243
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-6-22,35.71104,139.70784,薬局高田馬場,https://byoinnavi.jp/pharm/205780
渋谷区,恵比寿南二丁目,-,東京都渋谷区恵比寿南2-7-1,35.64442,139.70788,根本薬局,https://byoinnavi.jp/pharm/201241
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-6-16,35.71161,139.70790,龍生堂薬局ワセダ東店,https://byoinnavi.jp/pharm/205779
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-17,35.69031,139.70797,一番薬店,https://byoinnavi.jp/pharm/205745
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-27-9,35.67736,139.70808,あおば薬局北参道,https://byoinnavi.jp/pharm/201188
品川区,中延五丁目,-,東京都品川区中延5-2-2,35.60365,139.70814,田辺薬局荏原町駅前店,https://byoinnavi.jp/pharm/206325
品川区,荏原三丁目,-,東京都品川区荏原3-5-15,35.61675,139.70814,サンドラッグ 武蔵小山店,https://byoinnavi.jp/pharm/206353
新宿区,新宿二丁目,-,東京都新宿区新宿2-4-1 第22宮廷マンション108,35.68877,139.70824,アーク薬局 新宿御苑店,https://byoinnavi.jp/pharm/264152
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-9-5,35.64703,139.70827,ケイポートホテルエクセレント店,https://byoinnavi.jp/pharm/201245
渋谷区,恵比寿南一丁目,-,東京都渋谷区恵比寿南1-1-9,35.64638,139.70831,エビス漢方薬岩崎薬局,https://byoinnavi.jp/pharm/201239
品川区,中延五丁目,-,東京都品川区中延5-14-25,35.60220,139.70832,荏原町クリーン薬局,https://byoinnavi.jp/pharm/269910
渋谷区,恵比寿南一丁目,-,東京都渋谷区恵比寿南1-10-10藤岡ビル1F,35.64583,139.70836,太陽堂薬局,https://byoinnavi.jp/pharm/201240
新宿区,大久保二丁目,-,東京都新宿区大久保2-1-8,35.70142,139.70847,どらっぐぱぱす 大久保店,https://byoinnavi.jp/pharm/205635
品川区,荏原三丁目,-,東京都品川区荏原3-5-6,35.61693,139.70851,おだいじに薬局 オハナ店,https://byoinnavi.jp/pharm/283460
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-2-2,35.66077,139.70853,ぱぱす薬局青山店,https://byoinnavi.jp/pharm/201153
新宿区,大久保二丁目,-,東京都新宿区大久保2-1-2,35.70100,139.70853,あいの薬局,https://byoinnavi.jp/pharm/205634
