指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色愛染曼荼羅図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19600609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色愛染明王像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色愛染明王像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19600609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色阿弥陀如来像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,朝鮮,高麗,19720530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色鶉図,-,国宝・重要文化財（美術工芸品）,国宝,絵画,中国,南宋,<NULL>,19531114,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色春日補陀落山曼荼羅図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,20060609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色春日宮曼荼羅図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,20050609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色華厳五十五所絵,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,平安,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色五百羅漢図〈伝明兆筆／東福寺伝来〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,南北朝,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色金剛界八十一尊大曼荼羅図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色釈迦如来像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19840606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色釈迦八相図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19630701,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色夕陽山水図〈馬麟筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19490530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色善光寺如来縁起絵,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19750612,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色銭塘観潮図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色大威徳明王像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色大日如来像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,平安,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色那智滝図,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,鎌倉,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色普賢十羅刹女像,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,平安,19990607,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色仏涅槃図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,南北朝,19590627,-,公益財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本著色法相宗曼荼羅図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本墨画古木牧牛図〈毛倫筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,元,19860606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,絹本墨画羅漢図〈／（第五諾矩尊者）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,高麗青磁蓮華唐草文水瓶,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,朝鮮,高麗,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,古今集〈藤原為氏筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,金光明最勝王経註釈〈巻第二断筒／（飯室切）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19360506,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紺紙銀字華厳経巻第〓六〈（二月堂焼経）／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,金銅鉢,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,奈良,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,根本百一羯磨〈巻第六／〉,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,奈良,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,嵯峨山蒔絵硯箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,銹藍金絵絵替皿〈尾形乾山作／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19870606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,子元祖元墨蹟（弘安三年中夏）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国・日本,南宋～鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本淡彩山水図〈祥啓筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本墨画淡彩山水図〈曽我紹仙筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,宗峰妙超墨蹟（元亨壬戌）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,順正理論巻第六残巻,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,青磁花瓶,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,青磁筒花生〈銘大内筒／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,石造浮彫十一面観音龕,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,唐,19360918,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,双羊尊,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19710622,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大乗掌珍論〈巻上残巻／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大乗法界無差別論疏〈成弁筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19610217,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大唐内典録〈巻第九　第十残巻／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19490530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大般若経巻五十七残巻,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大般若経巻第二十三,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,大般若経巻第二百六十七,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,註楞伽経〈巻第七／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,饕餮〓鳳文〓〈図形文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,饕餮〓鳳文方彝〈文字六／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19700525,-,財団法人根津美術館,-,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,饕餮〓竜文尊〈図形文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,饕餮文〓〈図形文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,饕餮文方〓〈文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,内大臣殿歌合〈／元永二年七月〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19360506,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,鼠志野亀甲文茶碗（山端）,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,20020626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,花白河蒔絵硯箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19530331,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,不空三蔵表制集巻第五,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20050609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,宝相華銀平文袈裟箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,丸壺茶入（相坂）〈瀬戸／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町～桃山時代,20040608,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,明極楚俊墨蹟（元徳二年仲春上澣五日）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,明染付花卉文大皿,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,明,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,無量義経（裝飾経）,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,平安,<NULL>,19750612,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,木造地蔵菩薩立像,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,平安,20030529,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,竜巖徳真墨蹟〈与無夢一清偈／至順二年辛未重陽後十日〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本墨画漁村夕照図〈伝牧谿筆／〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,南宋,<NULL>,19540320,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本金地著色燕子花図〈尾形光琳筆／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,江戸,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本墨画禅機図断簡〈因陀羅筆／（布袋図）〉,-,国宝・重要文化財（美術工芸品）,国宝,絵画,中国,元,<NULL>,19531114,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本淡彩山水図〈伝周文筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本淡彩観瀑図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本墨画風雨山水図,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本著色瓜虫図〈呂敬甫筆／自賛がある〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,元,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本金地著色藤花図〈円山応挙筆／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19700525,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本著色絵過去現在因果経〈巻第二／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19310119,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本著色天狗草紙,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,紙本著色十二因縁絵巻,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,銅造〈釈迦如来／多宝如来〉並坐像,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,北魏,19790606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,白金台二丁目,-,東京都港区白金台2-6-11,35.63584,139.7304,三菱電機高輪荘蔵,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,白金台二丁目,-,東京都港区白金台2-6-11,35.63579,139.7306,三菱電機高輪荘主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,白金台二丁目,-,東京都港区白金台2-6-11,35.63574,139.7304,三菱電機高輪荘洋館,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,白金台一丁目,-,東京都港区白金台一丁目2番37号,35.63679,139.7311,明治学院インブリー館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19981225,-,-,学校法人明治学院,-
港区,白金台五丁目,-,東京都港区白金台五丁目二六番,35.63567,139.7208,旧朝香宮邸,正門,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台五丁目,-,東京都港区白金台五丁目二六番,35.63636,139.7188,旧朝香宮邸,茶室,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台五丁目,-,東京都港区白金台五丁目二六番,35.63684,139.7193,旧朝香宮邸,本館,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台五丁目,-,東京都港区白金台五丁目二六番,35.63723,139.7193,旧朝香宮邸,倉庫,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台五丁目,-,東京都港区白金台五丁目二六番,35.63724,139.7197,旧朝香宮邸,自動車庫,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台五丁目,-,東京都港区白金台五丁目品川区上大崎二丁目,35.63866,139.7193,旧白金御料地,-,史跡名勝天然記念物,天然記念物,史跡,-,-,19490412,-,-,-,-
港区,白金台三丁目,-,東京都港区白金台三丁目,35.63729,139.7269,瑞聖寺大雄宝殿,-,国宝・重要文化財(建造物),重要文化財,近世以前／寺院,-,江戸後期,19920810,-,-,瑞聖寺,-
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-5-3 外務省外交史料館 ,35.66122,139.7394,日英修好通商条約,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-5-3 外務省外交史料館 ,35.66122,139.7394,日仏修好通商条約,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-5-3 外務省外交史料館 ,35.66122,139.7394,日米修好通商条約,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-5-3 外務省外交史料館 ,35.66122,139.7394,日米条約調印書〈／安政四年五月二十六日〉,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台一丁目,虎ノ門,東京都港区麻布台1-5-3 外務省外交史料館 ,35.66122,139.7394,日米和親条約批准書交換証書〈／安政二年正月五日〉,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,六本木五丁目,六本木,東京都港区麻布台3丁目3?23 和朗ﾌﾗｯﾄ四号館 四号館,35.660111,139.736362,和朗フラット四号館,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20190329,-,-,-,-
港区,六本木五丁目,六本木,東京都港区六本木5-11-16,35.65852,139.7333,国際文化会館本館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和中,20060803,-,-,公益財団法人国際文化会館,-
港区,六本木七丁目,六本木,東京都港区六本木七丁目,35.66358,139.7314,佐藤一斎墓,-,史跡名勝天然記念物,史跡,-,-,-,19490713,-,-,-,-
港区,赤坂八丁目,赤坂,東京都台東区上野公園13-9,35.66895,139.7279,刀〈銘備前国住長船次郎左衛門尉勝光子次郎兵衛尉治光／一期一腰作之佐々木伊予守〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19260419,-,東京国立博物館,乃木神社,-
港区,南麻布五丁目,-,東京都台東区上野公園13-9,35.652479,139.724183,即休契了墨蹟〈五言古詩／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19560628,-,東京国立博物館,独立行政法人国立文化財機構,-
港区,南麻布一丁目,-,東京都台東区上野公園13-9,35.65154,139.732,紙本淡彩前後赤壁図〈池大雅筆／寛延二年五月の年記がある／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19890612,-,東京国立博物館文化庁分室,国（文化庁）,-
港区,芝浦一丁目,-,東京都中央区京橋2-16-1,35.64923,139.7561,彩色設計図集,-,登録有形文化財（美術工芸品）,歴史資料,-,日本,明治～大正,20110627,-,清水建設株式会社,清水建設株式会社,-
港区,南麻布五丁目,-,東京都立中央図書館 東京都港区南麻布5-7-13,35.65211,139.7264,江戸城造営関係資料（甲良家伝来）,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19870606,-,東京都立中央図書館　,東京都,-
江東区,白河一丁目,-,東京都江東区白河１丁目３?３２,35.68152,139.7998,松平定信墓,-,史跡名勝天然記念物,史跡,-,-,-,19280118,-,-,-,-
江東区,越中島二丁目,-,東京都江東区越中島2-1-6,35.66817,139.7911,東京商船大学１号館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島二丁目,-,東京都江東区越中島2-1-6,35.66869,139.7909,東京商船大学旧天体観測所（第一観測台）,-,登録有形文化財(建造物),学校,建築物,-,明治,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島二丁目,-,東京都江東区越中島2-1-6,35.66885,139.7911,東京商船大学旧天体観測所（第二観測台）,-,登録有形文化財(建造物),学校,建築物,-,明治,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島二丁目,-,東京都江東区越中島2-1-6,35.66824,139.7904,東京商船大学事務局管理棟,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島二丁目,-,東京都江東区越中島2-1-6,35.6666,139.7931,東京商船大学２号館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島二丁目,-,東京都江東区越中島二丁目1番6号東京海洋大学構内,35.66659,139.7931,明治丸,-,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,-,明治,19780531,-,-,国立大学法人東京海洋大学,-
江東区,富岡一丁目,-,東京都江東区富岡一丁目,35.67185,139.8006,旧弾正橋（八幡橋）,-,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,-,明治,19770627,-,-,東京都江東区,-
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-19-15,35.67407,139.7949,旧東京市深川食堂,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20080708,-,-,江東区,-
