指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2023/3/21,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,（2020年度：340件、2021年度：343件、2022年度：344件）,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
中央区,銀座六丁目,-,東京都中央区銀座6-9-15 TACT1ビルB1F,35.669991,139.763082,TACT[Live Others POPs Rock Jazz Oldies Acoustic Folk Blues ],ライブハウス,Live ･ Blues ･ Folk ･ Acoustic ･ Oldies ･ Jazz ･ Rock ･ POPs ･ Hawaiian ･ Country ･ Ballade ･ Others,03-3571-3939,スケジュールによる,無し,座80 / 立100名,4000円～6500円,https://ginzatact.com/
中央区,銀座八丁目,-,東京都中央区銀座8-12-6 小野商ビルB1F,35.667341,139.762925,Las Risas[Salsa Latin ],ラテンバー,Latin ･ Salsa,03-3541-3303,19:00-24:00,-,-,1500円,http://www.lasrisas.com/
千代田区,内幸町一丁目,-,東京都千代田区内幸町1-6-5 銀座裏コリドー内,35.669225,139.758431,club GHQ[Allmix ],CLUB,Allmix,03-6550-9655,18:00-24:00 / 金･土 18:00～,不定,350人,"男性4,000円 / 女性1,000円",http://www.clubghq.com/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-2-14 紫ビルB1F,35.672374,139.759917,300BAR NEXT[HipHop House Techno Dance Disco Old school Soul Funk ],バー,Techno ･ House ･ Soul ･ Old school ･ HipHop ･ Dance ･ Disco ･ Funk,03-3593-8300,17:00～月-木 -02:00 / 金･土･祝前 -04:00 / 日･祝 -23:00,無休,140人,1500円,http://www.300bar-next.com/
中央区,銀座七丁目,-,東京都中央区銀座7-5-5 長谷第一ビルB1F,35.669973,139.761568,The Soul Garden[R&B Disco Soul Funk ],ミュージックバー,Soul ･ Funk ･ Disco ･ R&B ･ AOR,03-6280-6012,18:00-27:00,日 ･ 祝,40人,3500円,http://ameblo.jp/soulgarden-ginza/
中央区,銀座七丁目,-,東京都中央区銀座7-7-9 銀座山市ビル1/2F,35.669099,139.761916,GINZA MAGIC[Disco Soul 70s 80s ],ソウルダイニング,Soul ･ Disco ･ 70s ･ 80s,03-3575-0511,19:00-04:00,日 ･ 祝,-,3500円 / ドリンク800円,http://www.ginza-magic.com/
中央区,銀座八丁目,-,東京都中央区銀座8-6-18 銀座カレラ弐番館B2F,35.668525,139.760358,CYGNUS[R&B Jazz Disco BossaNova ],ライブバー,Chanson ･ BossaNova ･ Jazz ･ Disco ･ R&B ･ etc.,03-3289-0986,18:30-23:30,日,70名前後,"6,000円(2,000円 ミュージックチャージ)(お通し 1,100円)",https://www.cygnus.jp/
中央区,銀座六丁目,-,東京都中央区銀座6-4-8 ニューギンザビル3号館 B1F,35.671053,139.761406,333[Allmix Others ],スポーツバー,Others ･ Allmix,03-3572-1333,月-木 17:00-03:00金･土･祝前 17:00-04:00日･祝 17:00-24:00,無休,～80人,999円,http://bar333.jp/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-1-2 東京ミッドタウン日比谷3F,35.67361,139.758805,Billboard cafe & dining[Others Disco All Genre TOP40 Acoustic ],レストラン,All Genre ･ Disco ･ Acoustic ･ TOP40 ･ Others,Closed,11:00-23:00ランチ 11:00～カフェ 15:00～ディナー 17:00～,不定休,店内: 100席以上 / テラス: 36席,5000円 / ランチ 1500円,-
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-5-2東宝ツインタワービルB2･B3,35.674427,139.759987,CLUB DIANA[HipHop House Allmix R&B Disco 90s ],クラブ ･ ディスコ,R&B ･ Disco ･ 90s ･ Allmix ･ HipHop ･ House,Closed,日-木･土･祝日18:00-24:00 / 金・祝前日18:00-25:00※イベントにより異なる場合がございますので事前にご確認下さい。,月 ※貸切りは営業,800人,エントランス料金女性日･火 : 1000円 2ドリンク水 : 2000円 2ドリンク木 : 1000円 フリードリンク金･祝前 : 2500円 3ドリンク土 : Free男性日･火･水 : 2500円 2ドリンク木 : 3500円 2ドリンク土 : 3500円 2ドリンク金･祝前 : 4000円 2ドリンク20時までのご入場女性1000円 2ドリンク男性日･火･祝 : 1000円 2ドリンク水 : 1500円 2ドリンク木･金･土･祝前 : 2500円 2ドリンク※最新の情報とは異なる場合があります。必ず,-
中央区,銀座二丁目,-,東京都中央区銀座2-4-18 アルボーレ銀座7F,35.674237,139.766666,Ginza Roots Tokyo[Allmix Jazz Soul 70s 80s 90s ],ラウンジ ･ ダイニングバー,Allmix ･ Soul ･ Jazz ･ 70s ･ 80s ･ 90s,03-5579-9330,月-木･土18:00-05:00 / 金18:00-05:00 / 日･祝18:00-00:00,無休,150人,4000円,http://ginzaroots.com/
中央区,銀座八丁目,-,東京都中央区銀座8-3-12 第2銀座コラムビルB1F,35.66916,139.759145,ThreeHundred Bar GINZA8[House Trance Allmix R&B Electronic ],スタンディングバー,Allmix ･ Trance ･ House ･ R&B ･ Electronic,03-3571-8300,17:00-02:00 / 日･祝17:00-23:00,無休,-,1000円,http://www.300bar-8chome.com/
江東区,亀戸六丁目,-,東京都江東区亀戸6-15-5 庄司ビル2F,35.695445,139.82653,Charlie[HipHop Live Disco Soul Funk 70s 80s 90s Oldies ],バー,Disco ･ Soul ･ Funk ･ HipHop ･ 70s ･ 80s ･ 90s ･ Oldies ･ Live,03-5875-5203,平日 20:00-25:00 / 週末･祝前 20:00-05:00※変動の可能性あり,日 ･ 祝 (臨時休あり),立 40人,2500円～3500円,https://www.facebook.com/Charlie-401927246502836/
港区,赤坂三丁目,赤坂,東京都港区赤坂3-1-11 鈴木ビル3F,35.676875,139.736735,鶴千[Disco Soul Funk 70s 80s ],バー,80s ･ 70s ･ Eurobeat ･ Funk ･ Soul ･ Disco,03-3583-2207,19:00-04:00,日 ･ 祝,50～100名,3000円,https://twitter.com/akatsuru22
港区,赤坂三丁目,赤坂,東京都港区赤坂3-14-1 コンチネンタルIVビルB1F,35.674058,139.73734,Great Journey[HipHop R&B Jazz Disco Soul Funk 70s 80s ],バー,R&B ･ Jazz ･ Disco ･ Soul ･ Funk ･ 70s ･ 80s ･ HipHop,03-5545-5169,19:00-03:00,日 ･ 祝,70名 (40席),4000円,https://thegreatjourney.owst.jp/
港区,赤坂七丁目,赤坂,東京都港区赤坂7-9-7 バルビゾン74 1F,35.669802,139.733045,dot & blue[House Jazz Disco ],バー,Piano ･ Jam session ･ Jazz ･ Disco ･ House,03-3568-3188,18:00-02:00,日 ･ 祝,約50名,5000円,https://www.dot-blue.net/
港区,赤坂三丁目,赤坂,東京都港区赤坂3-11-7 ソシアル赤坂地下,35.674578,139.737585,CRAWFISH[Others POPs Rock Jazz Folk Blues ],ライブバー,Rock ･ Jazz ･ Folk ･ Blues ･ POPs ･ Others,03-3584-2496,19:00前後-24:00,-,立 80人,4000円,-
港区,赤坂三丁目,赤坂,東京都港区赤坂3-20-2 赤坂第3福富ビルB1F,35.676257,139.73633,Bar Luther[Jazz Soul BlackMusic ],バー,Black Contemporary ･ AOR ･ smooth jazz,03-6277-8016,19:00-04:00,日,15席,"3,000円",https://www.luther-yokohama.jp/
港区,赤坂二丁目,赤坂,東京都港区赤坂2-14-1 赤坂山王会館B1F,35.672892,139.737867,CLUB TENJIKU[Allmix Live POPs Rock All Genre EDM ],ライブハウス,Allmix ･ POPs ･ Live ･ Rock ･ All Genre ･ EDM,03-3560-2040,※イベント･スケジュールにより異なる,-,150人,-,http://www.clubtenjiku.jp/
港区,赤坂五丁目,赤坂,東京都港区赤坂5-3-1 赤坂Bizタワー1F,35.673208,139.736406,P.C.A. PUB CARDINAL AKASAKA[Jazz Soul Funk Lounge All Genre ],バー ･ ラウンジ,Jazz ･ Soul ･ Funk ･ Lounge ･ All Genre,03-5545-7767,月-土 11:00-04:00 / 日･祝 11:00-23:00,不定休,着席50人 / スタンディング100人,4500円,http://www.cardinal-japan.com/restaurant/pca/
港区,赤坂三丁目,赤坂,東京都港区赤坂3-21-10 赤坂青明会館B1F,35.676403,139.735908,Graffiti[POPs Rock Acoustic ],ライブハウス,Acoustic ･ Rock ･ POPs ･ etc.,Closed,※ライブ開演は日程による貸切対応時間 10:00-22:00,不定休,座り 90席～ / 立 160人,4000円～,-
江東区,新木場二丁目,-,東京都江東区新木場2-2-10,35.642229,139.825313,ageHa[HipHop House Trance Techno Allmix Live R&B Electronic EDM ],CLUB,EDM ･ House ･ Trance ･ Techno ･ Allmix ･ Live ･ R&B ･ Electronic ･ HipHop ･ etc.,Closed,※イベントにより異なる,アゲハとしてのイベント開催は大方土曜日スタジオコーストとしては平日も営業,2400人,"6,000円～駐車場(150台分あり): 利用料2,000円 ※目安渋谷からの専用シャトルバスは基本無料",http://www.ageha.com/
