指標名,文化財,,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件、2023年：559件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,石造如来立像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,北魏,19591218,,財団法人大倉文化財団,財団法人大倉文化財団,,
千代田区,北の丸公園,-,東京国立近代美術館 東京都千代田区北の丸公園3-1,35.690568,139.754725,ゆあみ〈新海竹太郎作　一九〇七年／石膏原型〉,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,近代,20000627,,東京国立近代美術館,独立行政法人国立美術館,,
港区,高輪２丁目,-,港区高輪二丁目,35.637414,139.735751,浅野長矩墓および赤穂義士墓,,史跡名勝天然記念物,史跡,,,,19220308,,,,,
千代田区,千代田,-,千代田区,35.688252,139.75445,江戸城跡,,史跡名勝天然記念物,特別史跡,,,,19600520,,,,,
千代田区,北の丸公園,-,千代田区北の丸公園,35.690674,139.748515,江戸城跡のヒカリゴケ生育地,,史跡名勝天然記念物,天然記念物,,,,19720614,,,,,
千代田区,九段北４丁目,-,千代田区･新宿区･港区,35.693191,139.737525,江戸城外堀跡,,史跡名勝天然記念物,史跡,,,,19560326,,,,,
品川区,大井６丁目,-,大田区山王一丁目､品川区大井六丁目,35.592989,139.730239,大森貝塚,,史跡名勝天然記念物,史跡,,,,19550324,,,,,
港区,三田４丁目,-,港区三田四丁目,35.64414,139.737608,荻生徂徠墓,,史跡名勝天然記念物,史跡,,,,19490713,,,,,
品川区,北品川４丁目,-,品川区北品川三丁目,35.617898,139.736712,加茂真淵墓,,史跡名勝天然記念物,史跡,,,,19261020,,,,,
港区,海岸１丁目,-,港区海岸一丁目,35.654865,139.758633,旧芝離宮庭園,,史跡名勝天然記念物,名勝,,,,19790625,,,,,
港区,白金台５丁目,-,港区白金台五丁目品川区上大崎二丁目,35.638668,139.719374,旧白金御料地,,史跡名勝天然記念物,天然記念物,史跡,,,19490412,,,,,
港区,東新橋１丁目,虎ノ門広域,港区,35.66598,139.761461,旧新橋停車場跡及び高輪築堤跡,,史跡名勝天然記念物,史跡,,,,19650512,,,,,
中央区,浜離宮庭園,-,中央区浜離宮庭園,35.659892,139.76335,旧浜離宮庭園,,史跡名勝天然記念物,特別名勝,特別史跡,,,19481218,,,,,
港区,六本木７丁目,六本木,港区六本木七丁目,35.663582,139.731406,佐藤一斎墓,,史跡名勝天然記念物,史跡,,,,19490713,,,,,
港区,台場１丁目,-,港区台場一丁目,35.633548,139.772039,品川台場,,史跡名勝天然記念物,史跡,,,,19261020,,,,,
港区,元麻布１丁目,-,港区元麻布一丁目,35.65325,139.73325,善福寺のイチョウ,,史跡名勝天然記念物,天然記念物,,,,19261020,,,,,
港区,高輪２丁目,-,港区高輪二丁目,35.637414,139.735751,高輪大木戸跡,,史跡名勝天然記念物,史跡,,,,19280207,,,,,
品川区,北品川４丁目,-,品川区北品川三丁目,35.617898,139.736712,沢庵墓,,史跡名勝天然記念物,史跡,,,,19261020,,,,,
港区,高輪３丁目,-,東京都港区,35.634239,139.735112,東禅寺,,史跡名勝天然記念物,史跡,,,近世,20100222,,,,,
千代田区,大手町２丁目,大丸有,千代田区大手町二丁目中央区日本橋本石町二丁目,35.68602,139.770184,常盤橋門跡,,史跡名勝天然記念物,史跡,,,,19280324,,,,,
江東区,白河１丁目,-,江東区白河一丁目,35.681529,139.79988,松平定信墓,,史跡名勝天然記念物,史跡,,,,19280118,,,,,
新宿区,弁天町,-,新宿区弁天町,35.704901,139.724595,山鹿素行墓,,史跡名勝天然記念物,史跡,,,,19430501,,,,,
新宿区,南榎町,-,新宿区市谷山伏町,35.700596,139.728722,林氏墓地,,史跡名勝天然記念物,史跡,,,,19261020,,,,,
港区,高輪３丁目,-,東京都港区,35.634239,139.735112,菊池氏茶室（■(石偏に間)居）庭園,,登録記念物,登録記念物（名勝地関係）,,,昭和40年,20170209,,,,,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.660723,139.710349,青山学院ベリーホール,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,,学校法人青山学院,,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.660723,139.710349,青山学院間島記念館,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,,学校法人青山学院,,
新宿区,北山伏町,-,東京都新宿区北山伏町2,35.699854,139.729573,新井家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20130329,,,,,
新宿区,横寺町,-,東京都新宿区横寺町31-13,35.702345,139.735212,一水寮,,登録有形文化財(建造物),住宅,建築物,,昭和中,20130329,,,森永商事株式会社,,
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町1-5,35.689335,139.778073,江戸屋店舗兼住宅,,登録有形文化財(建造物),産業3次,建築物,,大正,20140425,,,,,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,大倉集古館陳列館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,19980902,,,財団法人大倉文化財団,,
中央区,新富２丁目,-,東京都中央区新富2-6-13,35.672155,139.772673,大野屋總本店店舗,,登録有形文化財(建造物),産業3次,建築物,,大正,20140425,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮表門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮茶室葵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮茶室桂,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮茶室守貧庵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮茶室如庵写,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮茶室山吹,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮中門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮不老門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.662866,139.74237,大橋茶寮塀,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,,,,
渋谷区,東２丁目,-,東京都渋谷区東2-9-1,35.654331,139.711395,温故学会会館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20000428,,,公益社団法人温故学会,,
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.693192,139.758987,学士会館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20030131,,,社団法人学士会,,
千代田区,西神田１丁目,-,東京都千代田区西神田1-1-12,35.699387,139.757355,カトリック神田教会聖堂,,登録有形文化財(建造物),宗教,建築物,,昭和前,20020214,,,宗教法人カトリック東京大司教区,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社神饌所,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社西門,,登録有形文化財(建造物),宗教,その他工作物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社拝殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社東門,,登録有形文化財(建造物),宗教,その他工作物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社幣殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社宝庫,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社本殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.701982,139.76816,神田神社瑞垣,,登録有形文化財(建造物),宗教,その他工作物,,昭和前,20030919,,,宗教法人神田神社,,
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ﾉ門4-1-35,35.665971,139.744264,菊池寛実記念智美術館別館,,登録有形文化財(建造物),住宅,建築物,,大正,20031201,,,株式会社南悠商社,,
千代田区,九段南１丁目,-,東京都千代田区九段南一丁目5-1,35.694378,139.751392,旧九段会館,,登録有形文化財(建造物),その他,建築物,,昭和前,20190910,,,三井住友信託銀行株式会社,合同会社ノーヴェグランデ,
品川区,南品川１丁目,-,東京都品川区南品川一丁目223-5,35.616597,139.744361,旧品川警察署品川橋交通待機所,,登録有形文化財(建造物),官公庁舎,建築物,,昭和前,20230807,,,品川区,,
新宿区,中井２丁目,-,東京都新宿区中井2-2096-18,35.716575,139.684843,旧島津家住宅アトリエ,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-19-15,35.674074,139.794922,旧東京市深川食堂,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20080708,,,江東区,,
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-2-41他,35.702019,139.740564,旧常盤家本館（石合家住宅主屋）,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20111028,,,,,
品川区,豊町１丁目,-,東京都品川区豊町一丁目1131-1,35.612283,139.720536,旧三井文庫第二書庫,,登録有形文化財(建造物),文化福祉,建築物,,大正,20200403,,,品川区,,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671326,139.747265,旧文部省庁舎,,登録有形文化財(建造物),官公庁舎,建築物,,昭和前,20071002,,,文部科学省,,
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目32-4,35.696186,139.7481,旧山口萬吉邸主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20180510,,,株式会社山口萬吉事務所,,
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目32-4,35.696186,139.7481,旧山口萬吉邸門及び塀,,登録有形文化財(建造物),住宅,その他工作物,,昭和前,20180510,,,,,
中央区,日本橋小網町,-,東京都中央区日本橋小網町10-5,35.682689,139.780822,喜代川店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20180510,,,,,
港区,三田４丁目,-,東京都港区三田4-8-19,35.642616,139.738281,キリスト友会フレンズセンター,,登録有形文化財(建造物),宗教,建築物,,大正,20051226,,,宗教法人キリスト友会日本年会,,
中央区,銀座７丁目,-,東京都中央区銀座七丁目1,35.669161,139.763239,銀座ライオンビル,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20220217,,,株式会社サッポロライオン,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981-1,35.717288,139.686553,栗原家住宅稲荷社及び石鳥居,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.717391,139.686533,栗原家住宅蔵,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,合名会社栗原商店,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981,35.717391,139.686533,栗原家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20150326,,,,,
新宿区,中井２丁目,-,東京都新宿区中井2-1981-1,35.717288,139.686553,栗原家住宅門柱及び塀,,登録有形文化財(建造物),住宅,その他工作物,,昭和前,20150326,,,,,
品川区,北品川５丁目,-,東京都品川区北品川5-740-10,35.620742,139.73491,小池家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110126,,,,,
港区,芝公園１丁目,-,東京都港区芝公園1-8-16,35.657248,139.751049,廣度院表門及び練塀,,登録有形文化財(建造物),宗教,その他工作物,,江戸,19981211,,,廣度院,,
港区,六本木５丁目,六本木,東京都港区六本木5-11-16,35.658526,139.733368,国際文化会館本館,,登録有形文化財(建造物),文化福祉,建築物,,昭和中,20060803,,,公益財団法人国際文化会館,,
渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651825,139.712143,渋谷区立広尾小学校,,登録有形文化財(建造物),学校,建築物,,昭和前,20000428,,,渋谷区,,
港区,芝公園２丁目,-,東京都港区芝公園二丁目11-1,35.656572,139.750808,常行院納骨堂,,登録有形文化財(建造物),宗教,建築物,,昭和前,20220217,,,常行院,,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650486,139.719945,上宮寺鐘楼,,登録有形文化財(建造物),宗教,その他工作物,,大正,20171027,,,宗教法人上宮寺,,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650486,139.719945,上宮寺本堂,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,,宗教法人上宮寺,,
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650486,139.719945,上宮寺本堂応接部,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,,宗教法人上宮寺,,
港区,芝公園１丁目,-,東京都港区芝公園1-8-9,35.657635,139.752014,常照院本堂内陣,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人常照院,,
港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.65803,139.744382,心光院表門,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人心光院,,
港区,東麻布１丁目,-,東京都港区東麻布一丁目1-1,35.658158,139.744473,心光院本堂,,登録有形文化財(建造物),宗教,建築物,,昭和中,20170502,,,宗教法人心光院,,
中央区,新富１丁目,-,東京都中央区新富町一丁目11-3他,35.672117,139.774669,新富町躍金楼店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20180510,,,,,
新宿区,横寺町,-,東京都新宿区横寺町31-11,35.703068,139.735162,鈴木家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,,,
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-10-4,35.690285,139.772751,太洋ビルディング（丸石ビルディング）,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20020214,,,株式会社大洋商会,,
新宿区,矢来町,-,東京都新宿区矢来町114,35.703924,139.734682,高橋建築事務所社屋,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20110725,,,株式会社高橋建築事務所,,
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697814,139.766547,高畠家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,大正,20220629,,,,,
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697814,139.766547,高畠家住宅正門,,登録有形文化財(建造物),住宅,その他工作物,,大正,20220629,,,,,
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台四丁目2-9,35.697814,139.766547,高畠家住宅塀及び石垣,,登録有形文化財(建造物),住宅,その他工作物,,大正,20220629,,,,,
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-16-8,35.694525,139.785561,玉置文治郎ビル,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20050209,,,,,
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668174,139.791144,東京商船大学１号館,,登録有形文化財(建造物),学校,建築物,,昭和前,19971212,,,国立大学法人東京海洋大学,,
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668174,139.791144,東京商船大学旧天体観測所（第一観測台）,,登録有形文化財(建造物),学校,建築物,,明治,19971212,,,国立大学法人東京海洋大学,,
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668174,139.791144,東京商船大学旧天体観測所（第二観測台）,,登録有形文化財(建造物),学校,建築物,,明治,19971212,,,国立大学法人東京海洋大学,,
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668174,139.791144,東京商船大学事務局管理棟,,登録有形文化財(建造物),学校,建築物,,昭和前,19971212,,,国立大学法人東京海洋大学,,
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668174,139.791144,東京商船大学２号館,,登録有形文化財(建造物),学校,建築物,,昭和前,19971212,,,国立大学法人東京海洋大学,,
港区,港南４丁目,-,東京都港区港南4-5-7,35.625125,139.749195,東京水産大学雲鷹丸,,登録有形文化財(建造物),その他,その他工作物,,明治,19981211,,,国立大学法人東京海洋大学,,
港区,芝公園４丁目,-,東京都港区芝公園4-407-6,35.658571,139.745446,東京タワー,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20130621,,,株式会社 東京タワー,,
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ﾉ門1-21,35.668222,139.750691,虎ノ門大坂屋砂場店舗,,登録有形文化財(建造物),産業3次,建築物,,大正,20110725,,,,,
品川区,平塚１丁目,-,東京都品川区平塚一丁目584,35.616225,139.716044,長濱家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,大正,20200403,,,,,
品川区,平塚１丁目,-,東京都品川区平塚一丁目584,35.616225,139.716044,長濱家住宅門,,登録有形文化財(建造物),住宅,その他工作物,,大正,20200403,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-6,35.683343,139.764804,日本工業倶楽部会館,,登録有形文化財(建造物),文化福祉,建築物,,大正,19990823,,,社団法人日本工業倶楽部,,
新宿区,下落合２丁目,-,東京都新宿区下落合2-416-3他,35.719161,139.704107,日本バプテストキリスト教目白ヶ丘教会礼拝堂,,登録有形文化財(建造物),宗教,建築物,,昭和中,20111028,,,宗教法人日本バプテストキリスト教目白ヶ丘教会,,
品川区,旗の台３丁目,-,東京都品川区旗の台3-852-1,35.604522,139.708343,旗岡八幡神社絵馬殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20130621,,,旗岡八幡神社,,
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町9-3,35.688876,139.781902,ハリオグラスビル,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20030701,,,ハリオテック株式会社,,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-5-2,35.667949,139.756149,堀商店,,登録有形文化財(建造物),産業3次,建築物,,昭和前,19980421,,,,,
千代田区,神田多町２丁目,-,東京都千代田区神田多町2-9,35.694296,139.768948,松本家住宅主屋,,登録有形文化財(建造物),産業3次,建築物,,昭和前,20000428,,,,,
中央区,京橋２丁目,日八京,東京都中央区京橋二丁目5-60他,35.676139,139.771253,繭山龍泉堂店舗,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20180510,,,株式会社繭山龍泉堂,,
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635843,139.730432,三菱電機高輪荘蔵,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,,三菱電機株式会社,,
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635843,139.730432,三菱電機高輪荘主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,,三菱電機株式会社,,
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635843,139.730432,三菱電機高輪荘洋館,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,,三菱電機株式会社,,
新宿区,中町,-,東京都新宿区中町34-1,35.699811,139.736509,宮城道雄記念館検校の間,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,財団法人宮城道雄記念館,,
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷四丁目107-4,35.659261,139.712881,ミュージアム１９９９（旧千葉常五郎邸）,,登録有形文化財(建造物),住宅,建築物,,昭和前,20180510,,,"ミュージアム一九九九株式会社
",,
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.65396,139.74684,妙定院上土蔵,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人妙定院,,
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.65396,139.74684,妙定院熊野堂,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,,宗教法人妙定院,,
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目114-13,35.690608,139.701311,安与ビル,,登録有形文化財(建造物),産業3次,建築物,,昭和後,20220217,,,安与商事株式会社,,
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-3-3,35.696088,139.769181,山本歯科医院,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20050209,,,,,
新宿区,矢来町,-,東京都新宿区矢来町60-1,35.702895,139.732447,矢来能楽堂,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20110725,,,公益社団法人観世九皐会,,
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-5-2,35.685106,139.781821,よし梅芳町亭,,登録有形文化財(建造物),住宅,建築物,,昭和前,20020821,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.680895,139.689644,代々木能舞台敷舞台及び座敷,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20090807,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.680895,139.689644,代々木能舞台舞台・橋掛・鏡の間,,登録有形文化財(建造物),文化福祉,建築物,,昭和中,20090807,,,,,
港区,芝浦１丁目,-,東京都中央区京橋2-16-1,35.649236,139.756175,彩色設計図集,,登録有形文化財（美術工芸品）,歴史資料,,日本,明治～大正,20110627,,清水建設株式会社,清水建設株式会社,,
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671758,139.705875,刀〈銘津田越前守助広／延寶七年二月日〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19520719,,刀剣博物館,,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,犠首饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,,財団法人根津美術館,,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,犠首饕餮〓竜文方罍〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,,財団法人根津美術館,,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,清水・住吉図蒔絵螺鈿西洋双六盤,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,19770611,,サントリー美術館,,,
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671758,139.705875,短刀〈銘来国光（名物池田来国光）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19310119,,刀剣博物館,,,
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671758,139.705875,短刀〈無銘（伝貞宗／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19380704,,刀剣博物館,,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,短刀〈銘宇都宮大明神相模国住人廣光／八幡大菩薩、文和五年卯月日,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19530331,,刀剣博物館,,,
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671758,139.705875,短刀〈銘光包（名物乱光包）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19590627,,刀剣博物館,,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,銅製船氏王後墓誌,,国宝・重要文化財（美術工芸品）,国宝,考古資料,日本,奈良,19530331,19610427,三井記念美術館　,,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,饕餮〓鳳文方彝〈文字六／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19700525,,財団法人根津美術館,,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目８−１ 東京都庁第一本庁舎 45階 第一本庁舎,35.689864,139.691686,木造雲中供養菩薩像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,平安時代,20181031,,,国（文化庁）,,
