指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2024/01/31取得,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,(2021年度：343件、2022年度：344件、2023年度：514件),,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
港区,-,-,"六本木5-5-1 B1F (右奥) ※移転
東京都港区六本木3-13-12 エルサビル2F",35.6629135,139.7338684,New Lex Tokyo (Lex Tokyo),クラブ,Allmix ･ Others,営業不明,22:00～ミッドナイト,無休,150名前後,"3,500円",https://www.tokyo-club.net/newlex-edo/
港区,西麻布４丁目,-,東京都港区西麻布4-1-1 麻布霞町マンションB1F,35.6593708,139.7232526,西麻布MUSE,CLUB ･ バー,House ･ R&B ･ Allmix,Closed,"22:00～
クラブ営業: 水･木･金･土･祝前
バー営業: 火
※特別なイベントなどで営業時間が変更となる可能性があります。必ず事前にご確認下さい。",日 ･ 月 (※祝前日を除く),1000人前後,"入場料金
女性: 入場無料
男性: [火] 入場無料、[水･木] 2,000円/2D (学生1,000円/1D)、[金･土･祝前] 4,000円/2D (学生1,000円 OFF)",https://www.tokyo-club.net/muse/
港区,西麻布１丁目,-,東京都港区西麻布1-10-11 セソーラス西麻布B1/B2,35.6610143,139.7241305,eleven,ナイトクラブ,House ･ Techno ･ R&B ･ Reggae ･ HipHop ･ Dance,Closed,22:00～ / ※イベントにより異なる,不定休,800人,3000円～,https://www.tokyo-club.net/eleven/
渋谷区,桜丘町１５丁目,-,東京都渋谷区桜丘町15-19 第8東都ビルB1F,35.656475,139.7016378,THE ROOM,CLUB,House ･ Crossover ･ Disco ･ Jazz ･ etc.,03-3461-7167,スケジュールにより異なる,,100人,3000円～,https://www.tokyo-club.net/the-room/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-9 くれたけビル4F,35.6624804,139.6977086,Club BALL,ミュージックバー,House ･ Soul ･ Jazz ･ Funk ･ Disco ･ HipHop ･ Reggae ･ Others,03-3476-6533,スケジュールにより変動,,3000円,1996年,https://www.tokyo-club.net/club-ball/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-7 トーセン宇田川ビル6F /7F,35.6625216,139.6978782,R Lounge,クラブ,House ･ Techno ･ Electronic ･ EDM ･ Allmix ･ Reggae ･ R&B ･ HipHop ･ TOP40,03-5459-7988,※イベントにより異なる,不定,"3,000円","男性2,000円～ / 女性1,000円～",https://www.tokyo-club.net/rockwest/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-16 スタジオアリアス1F-4F,35.6584319,139.6950694,WOMB,CLUB,House ･ Techno ･ Minimal ･ Drum&Bass ･ Electro ･ HipHop ･ TRAP ･ Allmix ･ Trance ･ DUBSTEP ･ etc.,03-5459-0039,22:00-04:30 ※イベントにより変動の為、要確認,不定休,全フロア計1000人,"平日 3,000円 / 週末 5,000円",https://www.tokyo-club.net/womb/
渋谷区,円山町１丁目,-,東京都渋谷区円山町1-8,35.6589876,139.6953293,club asia,CLUB,House ･ HipHop ･ Trance ･ Techno ･ Drum&Bass ･ Live ･ Reggae ･ Electro,03-5458-2551,※イベントにより異なる,無し,600人,"4,000円",https://www.tokyo-club.net/club-asia/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-16,35.6541654,139.7055971,amate-raxi,CLUB,Techno ･ House ･ Trance ･ HipHop ･ Reggae ･ Allmix ･ R&B ･ Electro,Closed,※イベントにより異なる,,350人,3000円～,https://www.tokyo-club.net/amate-raxi/
渋谷区,神田猿楽町２丁目,-,東京都渋谷区猿楽町2-11 氷川ビル B1F / B2F,35.6533025,139.7045199,AIR,CLUB,House ･ HipHop ･ Techno ･ Live ･ R&B ･ Disco ･ Electro ･ DUBSTEP,Closed,22:00～ / ※イベントにより異なる,,800人,4000円,https://www.tokyo-club.net/air/
中央区,銀座２丁目,-,東京都中央区銀座2-4-18 アルボーレ銀座7F,35.6742727,139.7666442,Ginza Roots Tokyo,ラウンジ ･ ダイニングバー,Allmix ･ Soul ･ Jazz ･ 70s ･ 80s ･ 90s,03-5579-9330,18:00～,月,150人,"4,000円",https://www.tokyo-club.net/ginza-roots-tokyo/
中央区,銀座２丁目,-,東京都中央区銀座2-3-6 銀座並木通りビル6F,35.674383,139.7660466,砂漠の薔薇,ダイニングラウンジ ･ バー,Allmix,Closed,月-木17:00-24:00 / 金17:00-05:00 / 土日祝17:00-23:30,無休,350人,4000円,https://www.tokyo-club.net/sabakunobara/
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビルディング2F-4F,35.6586498,139.7091999,AOYAMA HACHI,ナイトクラブ,House ･ Techno ･ HipHop ･ Allmix ･ Jazz ･ Crossover ･ Electro,03-5766-4887,イベントごとに変動,不定休,200人,"2,000円～",https://www.tokyo-club.net/aoyama-hachi/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-24-3 新宿興和ビルB1F,35.6957239,139.7037819,Club axxcis Shinjuku,CLUB,Allmix ･ House ･ Psychedelic ･ Reggae ･ R&B ･ EDM ･ Electro ･ TOP40 ･ HipHop,Closed,"メインフロア ～25:00
ラウンジフロア 21:00-05:00
※イベント等によって異なる場合があります。必ず事前にご確認下さい。",,400人前後,3800円,https://www.tokyo-club.net/club-axxcis-shinjuku/
港区,六本木３丁目,六本木,東京都港区六本木3-10-5 マリナービル1F/2F,35.6631777,139.7334094,JUMANJI 55,バー ･ ラウンジ,House ･ Allmix ･ R&B,03-5410-5455,"19:00～
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,約200名,"3,500円",https://www.tokyo-club.net/jumanji-55/
港区,六本木３丁目,六本木,東京都港区六本木3-14-12 六本木三丁目ビルB1F,35.6625318,139.7343473,BLACK HORSE,クラブ ･ ラウンジバー,Allmix,Closed,18:00-05:00 ※変わる可能性あり、要確認,無休,80席 / 床面積 221.3㎡,"4,000円",https://www.tokyo-club.net/black-horse-by-911/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-5-2東宝ツインタワービルB2･B3,35.674214,139.76008,CLUB DIANA,クラブ ･ ディスコ,R&B ･ Disco ･ 90s ･ Allmix ･ HipHop ･ House,Closed,"日-木･土･祝日18:00-24:00 / 金・祝前日18:00-25:00
※イベントにより異なる場合がございますので事前にご確認下さい。",月 ※貸切りは営業,800人,"エントランス料金
女性
日･火 : 1000円 2ドリンク
水 : 2000円 2ドリンク
木 : 1000円 フリードリンク
金･祝前 : 2500円 3ドリンク
土 : Free

男性
日･火･水 : 2500円 2ドリンク
木 : 3500円 2ドリンク
土 : 3500円 2ドリンク
金･祝前 : 4000円 2ドリンク

20時までのご入場
女性
1000円 2ドリンク

男性
日･火･祝 : 1000円 2ドリンク
水 : 1500円 2ドリンク
木･金･土･祝前 : 2500円 2ドリンク
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",https://www.tokyo-club.net/club-diana/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-4 ドクタージーカンズビル4F-6F,35.6583068,139.6952489,ATOM TOKYO,CLUB ･ イベントスペース,Allmix ･ Electro ･ R&B ･ HipHop ･ House ･ Trance ･ J-POP,03-3464-0703,22:00-04:30 ※イベントにより変動,無休,1000名以上,"MEN : 3,500円～ / WOMEN : 1,500円～",https://www.tokyo-club.net/club-atom/
渋谷区,神南１丁目,-,東京都渋谷区神南1-18-2 神南坂フレームB2/B3,35.6627351,139.7000304,Club Camelot,クラブ,House ･ R&B ･ EDM ･ Allmix ･ HipHop,03-5728-5613,"金･土･日･祝前: 21:00-04:30
月-木: 22:00-04:30
※イベントにより変動
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,"地下3階 800名
地下2階 計400名以上
地下1階 150名","3,500円",https://www.tokyo-club.net/club-camelot/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-25 湯沢ビル,35.6552298,139.7048989,Club axxcis Shibuya,CLUB,Techno ･ Electronic ･ HipHop ･ R&B ･ Allmix ･ Trance,Closed,※イベントにより異なる,,3フロア 計1000人,3800円,https://www.tokyo-club.net/club-axxcis-shibuya/
港区,六本木５丁目,六本木,東京都港区六本木5-1-6 六本木B&Vビル2F・3F,35.6626352,139.73313,ESPRIT TOKYO,DJラウンジ ･ CLUB,EDM ･ Allmix ･ R&B ･ HipHop,Closed,"22:00-05:00
※イベント等により営業時間が変更となる可能性があります。必ず事前にご確認下さい。",無休,500人,"MEN: 2,500円～ / WOMEN: 1,000円～",https://www.tokyo-club.net/esprit-lounge/
港区,六本木７丁目,六本木,東京都港区六本木7-13-7,35.6639972,139.7305357,FERIA TOKYO,CLUB ･ ラウンジ,HipHop ･ House ･ R&B ･ Electronic,Closed,"ブラッセリー19:00-05:00 / ラウンジ22:00-05:00
日･祝 19:00-24:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,1000人,5000円,https://www.tokyo-club.net/feria-tokyo/
港区,麻布十番１丁目,-,東京都港区麻布十番1-4-5 深尾ビルB1F,35.6569619,139.7353052,WAREHOUSE702,ミュージッククラブ ･ イベントスペース,Techno ･ HipHop ･ House ･ Electronic,Closed,22:00～ / ※イベントにより異なる,不定休,800人,5000円,https://www.tokyo-club.net/warehouse702/
江東区,新木場２丁目,-,東京都江東区新木場2-2-10,35.6421835,139.8253785,ageHa,CLUB,EDM ･ House ･ Trance ･ Techno ･ Allmix ･ Live ･ R&B ･ Electronic ･ HipHop ･ etc.,Closed,※イベントにより異なる,"アゲハとしてのイベント開催は大方土曜日
スタジオコーストとしては平日も営業",2400人,"6,000円～
駐車場(150台分あり): 利用料2,000円 ※目安
渋谷からの専用シャトルバスは基本無料",https://www.tokyo-club.net/ageha/
港区,六本木５丁目,六本木,東京都港区六本木5-5-1 ロアビル13F,35.6620101,139.7345733,VANITY RESTAURANT TOKYO,ラウンジバー ･ レストラン,Electronic ･ House ･ HipHop ･ Allmix,CLOSED,"レストラン18:00-23:00 / ラウンジ23:00-05:00
現在18時から23時のレストランタイムのみ営業",日,700人,4500円,https://www.tokyo-club.net/vanity-lounge/
