指標名,スタートアップ企業,,,,,,,,,,,,
出典,IINITIAL,,,,,,,,,,,,
年次,2024/02/06取得,,,,,,,,,,,,
URL,https://initial.inc/companies,,,,,,,,,,,,
備考,(2021年度：8785件、2022年度：-件、2023年度：11361件),,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,会社名,代表者,従業員数,総調達額,URL,設立,タイプ,業種
渋谷区,神南１丁目,-,東京都渋谷区神南1-9-2 大畠ビル202号室,35.6637067,139.7014084,株式会社キカガク,吉﨑　亮介、　大崎　将寛,79,"20,500",https://www.kikagaku.co.jp/,2017/1/17,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-18-2 フレーム神南坂3階,35.6627351,139.7000304,株式会社日本メディカルキャリア,落合　宏明,,"10,000",https://www.nihon-mc.co.jp/,2017/4/1,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-20 渋谷大井ビル3階,35.6624496,139.7006555,DINETTE株式会社,尾﨑　美紀,31,"1,012,625",https://dinette.me/,2017/3/30,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-14-7 ワイズ神南ビル 2階,35.6636444,139.6999417,株式会社Avatar,土屋　渚、　山本　一輝,,,https://avatar-ai.tech/,2022/4/1,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-9-7 丸栄慶雲館3F,35.6642915,139.7014583,CARNNY株式会社,祝　真介,6,,https://market.carnny.jp/,2015/11/1,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-5-6 H¹O渋谷神南 1002,35.6648523,139.699821,amadana株式会社,熊本　浩志,,"539,500",http://amadana.com/,2002/11/14,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-2 第一清水ビル4F,35.6619118,139.7001166,株式会社FunMeets,岩淵　健太,11,"5,000",http://fmeets.com/,2021/11/24,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目10-6 バルビゾン98ビル6階,35.6629941,139.7012189,株式会社DiningX,勝村　風我,3,"37,200",https://www.diningx.co.jp/,2021/8/2,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目12-20 渋谷大井ビル2F,35.6624496,139.7006555,株式会社GOOD VIBES ONLY,野田　貴司,6,"727,806",https://goodvibesonly.jp/,2018/4/3,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-10-6 Barbizon98-9F/10F,35.6629941,139.7012189,GOOPASS株式会社,高坂　勲,61,"1,536,081",https://camelove.co.jp/,2017/4/10,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-9-4 NCビル3F B号,35.6640096,139.7014483,TRUNK株式会社,西元　涼,8,"275,360",https://trunk.company/,2015/7/1,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-2 第一清水ビル 2階,35.6619118,139.7001166,株式会社Standbyme,奥野　圭祐,2,100,https://standbyme-inc.com/,2019/2/27,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-20-2 第一清水ビル2F,35.6619118,139.7001166,株式会社Flow,眞下　裕光,1,"14,010",https://www.flow-inc.co.jp/,2017/12/25,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-5-6 H10渋谷神南5F,35.6647967,139.6997928,株式会社MESON,小林　佑樹,17,"98,550",https://www.meson.tokyo/,2017/9/4,未公開企業,コンピューター - ソフトウェア
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目20-2 第一清水ビル4F,35.6619118,139.7001166,株式会社enginepot,吉野　良太,0,"5,000",https://www.enginepot.com/,2020/8/20,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目20-2 第一清水ビル4F,35.6619118,139.7001166,株式会社enginepot,吉野　良太,0,"5,000",https://www.enginepot.com/,2020/8/20,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目4-9 テアトル神南オフィス棟6F,35.6649318,139.7005308,forest株式会社,湯原　伸悟,23,"2,756,365",https://www.forest-inc.jp/,2021/7/1,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-5-14 三船ビル4F 403号室,35.6649828,139.6999033,株式会社APTO,高品　良,4,"205,018",https://apto.co.jp/,2020/1/20,未公開企業,コンピューター - ソフトウェア
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目20-2 第一清水ビル2F,35.6619118,139.7001166,株式会社RYM&CO.,谷合　竜馬,2,"116,572",https://www.pot-luck.jp/,2017/11/15,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目5-6 H¹O渋谷神南303号室,35.6648523,139.699821,Peatix Japan株式会社,岩井　直文,63,,https://peatix.com/,2007/7/1,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目5-6 H1O渋谷神南 9階 905,35.662666,139.701126,株式会社たのしいミュージアム,小林　将,16,"36,000",https://tmuseum.co.jp/,2022/1/14,未公開企業,消費者向けサービス・販売
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-14 渋谷宮田ビル6F/7F/8F 807号室,35.6628682,139.7005707,株式会社ログバー,吉田　卓郎,35,"1,868,925",https://logbar.jp/,2013/2/25,未公開企業,コンピューター - ハードウェア
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-16,35.662679,139.7005906,株式会社GRIT,後藤　拓,,9800,http://inv-products.com/,41281,未公開企業,金融・保険・不動産 ICT
渋谷区,神南１丁目,-,東京都渋谷区神南1-13-8,35.6636499,139.7005112,VentureGate株式会社,竹本　国夫,,2000,http://venturegate.jp/,42892,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-10-5-4F,35.6629514,139.70108,株式会社SpaceJack,三浦　航太、　成瀬　泰河,3,,https://spacejack.co.jp/,44562,未公開企業,ビジネスサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-10-6 4F,35.6629941,139.7012189,株式会社Unlace,前田　康太,7,274000,https://about.unlace.net/,43840,未公開企業,コンピューター - ITサービス
渋谷区,神南１丁目,-,東京都渋谷区神南1-10-6 バルビゾン98 4F,35.6629941,139.7012189,株式会社CALCU,金子　隆耶,,2310,https://calcu.jp/,43801,未公開企業,環境関連 ICT
渋谷区,神南１丁目,-,東京都渋谷区神南1-5-7 APPLE OHMI5階,35.6647944,139.6996532,株式会社MAKERS,林　慧亮,11,,https://ufit.co.jp/,43305,未公開企業,医療・ヘルスケア
新宿区,須賀町,-,東京都新宿区須賀町8,35.6846891,139.7220953,Sustainable Cell Therapeutics株式会社,宮田　満,,,https://sustcelltx.com/,2022/5/18,未公開企業,医療・ヘルスケア
新宿区,須賀町,-,東京都新宿区須賀町3番地,35.686806,139.721884,株式会社マーテルマーニャ・ハルイサン,福田　光次,,"20,000",https://r.goope.jp/magnus/,2003/1/23,未公開企業,医療・ヘルスケア
新宿区,須賀町,-,東京都新宿区須賀町3番地,35.686806,139.721884,株式会社マーテルマーニャ・ハルイサン,福田　光次,,"20,000",https://r.goope.jp/magnus/,2003/1/23,未公開企業,医療・ヘルスケア
新宿区,須賀町,-,東京都新宿区須賀町5 apartment KURO 四谷301,35.685642,139.7217626,株式会社リプカ,塩谷　拓斗,5,,https://ripuca.co.jp/,2020/4/1,未公開企業,ビジネスサービス
新宿区,水道町１丁目,-,東京都新宿区水道町1-19,35.7075315,139.7360835,株式会社ココパ,岩藤　匡史,,"5,000",https://www.d-cocopa.co.jp/,2022/10/4,未公開企業,コンピューター - ITサービス
新宿区,水道町１丁目,-,東京都新宿区水道町1-19,35.7075315,139.7360835,株式会社ココパ,岩藤　匡史,,"5,000",https://www.d-cocopa.co.jp/,2022/10/4,未公開企業,コンピューター - ITサービス
新宿区,水道町３丁目,-,東京都新宿区水道町3-14 神楽坂Nビル 3F-U,35.7079959,139.7353651,ペットシェルジュ株式会社,飯塚　修、　木村　信哉,2,"264,920",https://www.petcierge.jp/,2020/12/8,未公開企業,コンピューター - ソフトウェア
新宿区,水道町４丁目,-,東京都新宿区水道町4-29 宝ビル4F,35.7078557,139.736802,樹研合同会社,ステファノ・ヴァレンツィ,1,10,https://www.itsukiken.com/,2019/1/29,未公開企業,バイオテクノロジー ICT
中央区,晴海１丁目,-,東京都中央区晴海1-8-10,35.6566979,139.7823842,株式会社カービュー,松本　基,86,,http://www.carview.co.jp/,1996/9/5,IPO / Exit企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-12,35.6573502,139.7816981,株式会社LIFULL,井上　高志,167,,https://lifull.com/,1997/3/12,IPO / Exit企業,消費者向けサービス・販売
中央区,晴海１丁目,-,東京都中央区晴海1-7-2,35.657729,139.7846588,株式会社ジーネットワークス,ノザワ　トシエ,,"10,000",http://www.gnetworks.co.jp/,2004/11/1,未公開企業,コンピューター - ソフトウェア
中央区,晴海１丁目,-,東京都中央区晴海1-8-10,35.6566979,139.7823842,株式会社マイナースタジオ,石田　健,,"3,300",http://miner.co.jp/,2011/9/16,未公開企業,消費者向けサービス・販売
中央区,晴海１丁目,-,東京都中央区晴海一丁目 8 番 8,35.6568339,139.7828192,株式会社オートサーバー,髙田 典明,145,,https://www.autoserver.co.jp/,2015/11/13,IPO / Exit企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-11 トリトンスクエアＹ棟27Ｆ,35.6565438,139.7814778,WDBココ株式会社,谷口　晴彦,303,,https://www.wdbcoco.com/,1984/8/1,IPO / Exit企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-8 晴海トリトンスクエアW WIN/G,35.6573718,139.7827814,株式会社PERRYS,下山　集平,,,https://perrys.jp/,2017/10/13,未公開企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-8 晴海アイランドトリトンスクエアオフィスタワーW18階,35.6567797,139.7829785,株式会社TIGEREYE,上村　学,,"310,000",https://tigereye.ai/,2023/7/7,未公開企業,コンピューター - ITサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-8 晴海アイランドトリトンスクエアオフィスタワーW12階,35.6567797,139.7829785,株式会社エスポリア,李　寧,86,"957,918",https://espoirer.com/,2015/9/28,未公開企業,コンピューター - ITサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランドトリトンスクエアオフィスタワーX棟14階,35.6564003,139.7823969,ULSグループ株式会社,漆原　茂,107,,http://www.ulsystems.co.jp/,2000/7/25,IPO / Exit企業,コンピューター - ITサービス
中央区,晴海１丁目,-,東京都中央区晴海1丁目8-11 晴海アイランドトリトンスクエアオフィスタワーY17階,35.6567797,139.7829785,株式会社VRAIN Solution,南塲　勇佑,51,"9,900",https://vrain.co.jp/,2020/3/16,未公開企業,産業・エネルギー ICT
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランドトリトンスクエアオフィスタワーX棟40階,35.6564003,139.7823969,株式会社LCL,渡辺　佳昭,33,"50,000",https://www.lclco.com/,2011/1/12,未公開企業,消費者向けサービス・販売
中央区,晴海１丁目,-,東京都中央区晴海1-8-11 晴海アイランド トリトンスクエア オフィスタワーY棟,35.6565438,139.7814778,株式会社ベルシステム24ホールディングス,デイビッド・ガーナー、　小松　健次、　柘植　一郎,,,https://www.bell24.co.jp/ja/,2014/6/23,IPO / Exit企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランド トリトンスクエア オフィスタワーX 27階,35.6564003,139.7823969,ネットエイジア株式会社,三清　慎一郎,5,"558,840",http://www.netasia.co.jp/,2005/2/4,未公開企業,ビジネスサービス
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランドトリトンスクエア オフィスタワーX棟 23階,35.6564003,139.7823969,株式会社ウィルニック,四宮　雅樹,,"200,000",http://www.willnic.co.jp/,2007/2/1,未公開企業,消費者向けサービス・販売
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランド トリトンスクエア オフィスタワーX22階,35.6567797,139.7829785,株式会社ネットドリーマーズ,国本　恵嗣,90,"172,500",http://www.netdreamers.co.jp/,1999/8/30,未公開企業,コンピューター - ソフトウェア
中央区,晴海１丁目,-,東京都中央区晴海1-8-10 晴海アイランド トリトンスクエアオフィスタワーX 37階,35.6564003,139.7823969,株式会社MOVAAA,長野　清哉,,"10,000",http://movaaa.com/,2014/4/1,未公開企業,ビジネスサービス
中央区,晴海２丁目,-,東京都中央区晴海2-2-42-3612,35.6566195,139.7871755,Virtualion株式会社,五十里　翔吾、　小林　祥一,2,"50,000",https://virtualion.co.jp/,2021/6/11,未公開企業,コンピューター - ソフトウェア
中央区,晴海３丁目,-,東京都中央区晴海3-13-2,35.654505,139.7773184,株式会社Assemble,細川　敬一,,,https://assem-ble.jp/,2022/10/15,未公開企業,ビジネスサービス
中央区,晴海３丁目,-,東京都中央区晴海3-13-1,35.655008,139.7778109,444株式会社,薗田　正和,,"179,480",https://triple-four.com/,2017/10/5,未公開企業,コンピューター - ITサービス
中央区,晴海３丁目,-,東京都中央区晴海3-13-2,35.654505,139.7773184,株式会社iimon,島田　州平,41,"455,424",https://iimon.co.jp/,2019/11/7,未公開企業,コンピューター - ITサービス
中央区,晴海３丁目,-,東京都中央区晴海3-6-8-4011,35.655689,139.7791872,株式会社クラウドクリニック,川島　史子,,"5,000",https://cloudclinic.jp/,2015/12/11,未公開企業,医療・ヘルスケア ICT
中央区,晴海３丁目,-,東京都中央区晴海3丁目10-1,35.6540456,139.779228,株式会社RENNGA,ミンジュ・キム,1,,https://rennga.net/,2019/4/1,未公開企業,ビジネスサービス
中央区,晴海３丁目,-,東京都中央区晴海3-13-1ドゥトゥールイースト4407号,35.6551343,139.7780566,株式会社IYASU,清水　賢二,0,"37,526",https://www.withcoco.jp/healthcare/,2020/12/1,未公開企業,コンピューター - ITサービス
中央区,晴海３丁目,-,東京都中央区晴海3-10-1 Daiwa晴海ビル 2F,35.6540456,139.779228,株式会社ジャパニスタ,小林　大介,0,,https://www.japanista.jp/,2022/11/1,未公開企業,ビジネスサービス
中央区,晴海３丁目,-,東京都中央区晴海3-12-1 KDX晴海ビル9F,35.6545994,139.7785473,株式会社うるる,星　知也,100,"652,626",https://www.uluru.biz/,2001/8/31,IPO / Exit企業,ビジネスサービス
中央区,晴海３丁目,-,東京都中央区晴海3-10-1 Daiwa晴海ビル 3F,35.6540456,139.779228,株式会社Coachers,岡崎　優也,6,"36,000",https://coachers.jp/,2022/2/4,未公開企業,ビジネスサービス
